CityPair_IATA	Aerolinea Nombre	Clasificacion	Comercial Av Gral	DistanciaKM
REL - RZA	Ejército Argentino	Cabotaje	Av. General	799
REL - RZA	N/A	Cabotaje	Av. General	799
REL - RZA	N/A	Cabotaje	Comercial	799
PUD - VDM		Cabotaje	Av. General	798
PUD - VDM		Cabotaje	Comercial	798
PUD - VDM	Ejército Argentino	Cabotaje	Av. General	798
PUD - VDM	N/A	Cabotaje	Av. General	798
PUD - VDM	N/A	Cabotaje	Comercial	798
EPA - RES		Cabotaje	Av. General	798
EPA - RES		Cabotaje	Comercial	798
EPA - RES	Ejército Argentino	Cabotaje	Av. General	798
EPA - RES	Flybondi	Cabotaje	Comercial	798
EPA - RES	Fuerza Aérea Argentina	Cabotaje	Av. General	798
EPA - RES	Gendarmería Nacional	Cabotaje	Av. General	798
EPA - RES	JetSMART Airlines	Cabotaje	Comercial	798
EPA - RES	N/A	Cabotaje	Av. General	798
CNQ - EPA		Cabotaje	Av. General	798
CNQ - EPA		Cabotaje	Comercial	798
CNQ - EPA	Flybondi	Cabotaje	Comercial	798
CNQ - EPA	Fuerza Aérea Argentina	Cabotaje	Av. General	798
CNQ - EPA	Gendarmería Nacional	Cabotaje	Av. General	798
CNQ - EPA	JetSMART Airlines	Cabotaje	Comercial	798
CNQ - EPA	N/A	Cabotaje	Av. General	798
CNQ - EPA	N/A	Cabotaje	Comercial	798
LSC - SLA		Internacional	Comercial	797
EPA - VDM		Cabotaje	Av. General	796
EPA - VDM		Cabotaje	Comercial	796
EPA - VDM	Ejército Argentino	Cabotaje	Av. General	796
EPA - VDM	Fuerza Aérea Argentina	Cabotaje	Av. General	796
EPA - VDM	N/A	Cabotaje	Av. General	796
PSY - RGL		Internacional	Comercial	796
PSY - RGL	N/A	Internacional	Av. General	796
JNI - LGS		Cabotaje	Av. General	795
GPO - PMY		Cabotaje	Av. General	795
CNQ - VDR		Cabotaje	Comercial	795
GPO - PMY	N/A	Cabotaje	Av. General	795
LPG - VDM		Cabotaje	Av. General	795
LPG - VDM		Cabotaje	Comercial	795
LPG - VDM	N/A	Cabotaje	Av. General	795
LPG - VDM	N/A	Cabotaje	Comercial	795
BGX - MDQ	N/A	Internacional	Av. General	794
BGX - MDQ	N/A	Internacional	Comercial	794
PRQ - RCU	N/A	Cabotaje	Av. General	794
AEP - RES		Cabotaje	Av. General	794
AEP - RES		Cabotaje	Comercial	794
AEP - RES	Aerolíneas Argentinas	Cabotaje	Av. General	794
AEP - RES	Aerolíneas Argentinas	Cabotaje	Comercial	794
AEP - RES	Amaszonas	Cabotaje	Comercial	794
AEP - RES	American Jet	Cabotaje	Av. General	794
AEP - RES	American Jet	Cabotaje	Comercial	794
AEP - RES	Andes Líneas Aéreas	Cabotaje	Av. General	794
AEP - RES	Andes Líneas Aéreas	Cabotaje	Comercial	794
AEP - RES	Armada Argentina	Cabotaje	Av. General	794
AEP - RES	Austral Líneas Aéreas	Cabotaje	Av. General	794
AEP - RES	Austral Líneas Aéreas	Cabotaje	Comercial	794
AEP - RES	Ejército Argentino	Cabotaje	Av. General	794
AEP - RES	Flybondi	Cabotaje	Comercial	794
AEP - RES	Flyest	Cabotaje	Comercial	794
AEP - RES	Fuerza Aérea Argentina	Cabotaje	Av. General	794
AEP - RES	Gendarmería Nacional	Cabotaje	Av. General	794
AEP - RES	JetSMART Airlines	Cabotaje	Comercial	794
AEP - RES	LATAM	Cabotaje	Comercial	794
AEP - RES	LATAM Argentina	Cabotaje	Comercial	794
AEP - RES	Macair Jet	Cabotaje	Comercial	794
AEP - RES	N/A	Cabotaje	Av. General	794
AEP - RES	N/A	Cabotaje	Comercial	794
AEP - RES	Prefectura Naval Argentina	Cabotaje	Av. General	794
CNQ - POA	N/A	Internacional	Av. General	793
CNQ - POA	N/A	Internacional	Comercial	793
ROS - TUC		Cabotaje	Av. General	793
ROS - TUC		Cabotaje	Comercial	793
ROS - TUC	Aerolíneas Argentinas	Cabotaje	Comercial	793
ROS - TUC	American Jet	Cabotaje	Av. General	793
ROS - TUC	American Jet	Cabotaje	Comercial	793
ROS - TUC	Austral Líneas Aéreas	Cabotaje	Comercial	793
ROS - TUC	Flybondi	Cabotaje	Comercial	793
ROS - TUC	Flyest	Cabotaje	Av. General	793
ROS - TUC	Flyest	Cabotaje	Comercial	793
ROS - TUC	Fuerza Aérea Argentina	Cabotaje	Av. General	793
ROS - TUC	Gendarmería Nacional	Cabotaje	Av. General	793
ROS - TUC	Línea Aérea SAPSA	Cabotaje	Comercial	793
ROS - TUC	Macair Jet	Cabotaje	Av. General	793
ROS - TUC	Macair Jet	Cabotaje	Comercial	793
ROS - TUC	N/A	Cabotaje	Av. General	793
ROS - TUC	N/A	Cabotaje	Comercial	793
AEP - CNQ		Cabotaje	Av. General	793
AEP - CNQ		Cabotaje	Comercial	793
AEP - CNQ	Aerolíneas Argentinas	Cabotaje	Av. General	793
AEP - CNQ	Aerolíneas Argentinas	Cabotaje	Comercial	793
AEP - CNQ	American Jet	Cabotaje	Av. General	793
AEP - CNQ	Armada Argentina	Cabotaje	Av. General	793
AEP - CNQ	Austral Líneas Aéreas	Cabotaje	Av. General	793
AEP - CNQ	Austral Líneas Aéreas	Cabotaje	Comercial	793
AEP - CNQ	Avianca	Cabotaje	Av. General	793
AEP - CNQ	Avianca	Cabotaje	Comercial	793
AEP - CNQ	Flybondi	Cabotaje	Comercial	793
AEP - CNQ	Fuerza Aérea Argentina	Cabotaje	Av. General	793
AEP - CNQ	Gendarmería Nacional	Cabotaje	Av. General	793
AEP - CNQ	Jet Aviation	Cabotaje	Comercial	793
AEP - CNQ	JetSMART Airlines	Cabotaje	Comercial	793
AEP - CNQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	793
AEP - CNQ	Línea Aérea SAPSA	Cabotaje	Av. General	793
AEP - CNQ	Línea Aérea SAPSA	Cabotaje	Comercial	793
AEP - CNQ	Macair Jet	Cabotaje	Av. General	793
AEP - CNQ	Macair Jet	Cabotaje	Comercial	793
AEP - CNQ	N/A	Cabotaje	Av. General	793
AEP - CNQ	N/A	Cabotaje	Comercial	793
AEP - CNQ	Norwegian Air Argentina	Cabotaje	Comercial	793
AEP - CNQ	Prefectura Naval Argentina	Cabotaje	Av. General	793
PMY - TDL	N/A	Cabotaje	Av. General	793
PMY - TDL	N/A	Cabotaje	Comercial	793
LHS - VDM		Cabotaje	Comercial	792
CNQ - ENO		Cabotaje	Av. General	792
CNQ - ENO		Cabotaje	Comercial	792
BHI - SFN		Cabotaje	Av. General	790
BHI - SFN		Cabotaje	Comercial	790
BHI - SFN	American Jet	Cabotaje	Av. General	790
BHI - SFN	American Jet	Cabotaje	Comercial	790
BHI - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	790
BHI - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	790
BHI - SFN	N/A	Cabotaje	Av. General	790
BHI - SFN	N/A	Cabotaje	Comercial	790
MDZ - PRA		Cabotaje	Av. General	790
MDZ - PRA		Cabotaje	Comercial	790
MDZ - PRA	Aerolíneas Argentinas	Cabotaje	Comercial	790
MDZ - PRA	American Jet	Cabotaje	Av. General	790
MDZ - PRA	American Jet	Cabotaje	Comercial	790
MDZ - PRA	Ejército Argentino	Cabotaje	Av. General	790
MDZ - PRA	Flyest	Cabotaje	Comercial	790
MDZ - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	790
MDZ - PRA	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	790
MDZ - PRA	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	790
MDZ - PRA	Línea Aérea SAPSA	Cabotaje	Av. General	790
MDZ - PRA	Línea Aérea SAPSA	Cabotaje	Comercial	790
MDZ - PRA	N/A	Cabotaje	Av. General	790
MDZ - PRA	N/A	Cabotaje	Comercial	790
OYA - PEH		Cabotaje	Av. General	790
SLA - VDR		Cabotaje	Av. General	790
SLA - VDR		Cabotaje	Comercial	790
SLA - VDR	N/A	Cabotaje	Av. General	790
CTC - FMA		Cabotaje	Av. General	789
CTC - FMA	Línea Aérea SAPSA	Cabotaje	Comercial	789
CTC - FMA	N/A	Cabotaje	Av. General	789
CTC - FMA	N/A	Cabotaje	Comercial	789
ASU - SFN		Internacional	Av. General	789
ASU - SFN		Internacional	Comercial	789
ASU - SFN	Amaszonas	Internacional	Av. General	789
ASU - SFN	American Jet	Internacional	Comercial	789
ASU - SFN	Flyest	Internacional	Comercial	789
ASU - SFN	Fuerza Aérea Paraguaya	Internacional	Av. General	789
ASU - SFN	N/A	Internacional	Av. General	789
ASU - SFN	N/A	Internacional	Comercial	789
APZ - CRD		Cabotaje	Av. General	789
APZ - CRD	Fuerza Aérea Argentina	Cabotaje	Av. General	789
MOR - VDM		Cabotaje	Av. General	789
MOR - VDM		Cabotaje	Comercial	789
MOR - VDM	N/A	Cabotaje	Av. General	789
MOR - VDM	N/A	Cabotaje	Comercial	789
IRJ - RES		Cabotaje	Av. General	788
IRJ - RES		Cabotaje	Comercial	788
IRJ - RES	American Jet	Cabotaje	Comercial	788
IRJ - RES	Fuerza Aérea Argentina	Cabotaje	Av. General	788
IRJ - RES	N/A	Cabotaje	Av. General	788
BHI - PRA		Cabotaje	Av. General	787
BHI - PRA		Cabotaje	Comercial	787
BHI - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	787
BHI - PRA	N/A	Cabotaje	Av. General	787
BHI - PRA	N/A	Cabotaje	Comercial	787
BHI - CPC		Cabotaje	Av. General	786
BHI - CPC		Cabotaje	Comercial	786
BHI - CPC	Aerolíneas Argentinas	Cabotaje	Comercial	786
BHI - CPC	American Jet	Cabotaje	Av. General	786
BHI - CPC	American Jet	Cabotaje	Comercial	786
BHI - CPC	Ejército Argentino	Cabotaje	Av. General	786
BHI - CPC	N/A	Cabotaje	Av. General	786
BHI - CPC	N/A	Cabotaje	Comercial	786
ASU - PRA		Internacional	Av. General	785
ASU - PRA	American Jet	Internacional	Comercial	785
ASU - PRA	N/A	Internacional	Av. General	785
ASU - PRA	N/A	Internacional	Comercial	785
ORU - SLA		Internacional	Comercial	785
FMA - ROS		Cabotaje	Av. General	785
FMA - ROS		Cabotaje	Comercial	785
FMA - ROS	Avianca	Cabotaje	Comercial	785
FMA - ROS	Ejército Argentino	Cabotaje	Av. General	785
FMA - ROS	Flyest	Cabotaje	Av. General	785
FMA - ROS	Flyest	Cabotaje	Comercial	785
FMA - ROS	Fuerza Aérea Argentina	Cabotaje	Av. General	785
FMA - ROS	Gendarmería Nacional	Cabotaje	Av. General	785
FMA - ROS	Macair Jet	Cabotaje	Av. General	785
FMA - ROS	Macair Jet	Cabotaje	Comercial	785
FMA - ROS	N/A	Cabotaje	Av. General	785
FMA - ROS	N/A	Cabotaje	Comercial	785
FMA - ROS	SOL Líneas Aéreas	Cabotaje	Comercial	785
CBB - JUJ		Internacional	Av. General	784
CBB - JUJ	N/A	Internacional	Av. General	784
TDL - VMA	Fuerza Aérea Argentina	Cabotaje	Av. General	784
LUQ - TDL	N/A	Cabotaje	Av. General	784
BRC - RSA		Cabotaje	Av. General	783
BRC - RSA		Cabotaje	Comercial	783
BRC - RSA	American Jet	Cabotaje	Comercial	783
BRC - RSA	Ameriflight	Cabotaje	Av. General	783
BRC - RSA	Andes Líneas Aéreas	Cabotaje	Av. General	783
BRC - RSA	Andes Líneas Aéreas	Cabotaje	Comercial	783
BRC - RSA	Ejército Argentino	Cabotaje	Av. General	783
BRC - RSA	Fuerza Aérea Argentina	Cabotaje	Av. General	783
BRC - RSA	Gendarmería Nacional	Cabotaje	Av. General	783
BRC - RSA	Línea Aérea SAPSA	Cabotaje	Av. General	783
BRC - RSA	Línea Aérea SAPSA	Cabotaje	Comercial	783
BRC - RSA	N/A	Cabotaje	Av. General	783
BRC - RSA	N/A	Cabotaje	Comercial	783
NCJ - SLA		Cabotaje	Av. General	783
NCJ - SLA		Cabotaje	Comercial	783
NCJ - SLA	N/A	Cabotaje	Av. General	783
NCJ - SLA	N/A	Cabotaje	Comercial	783
AFA - OVR	N/A	Cabotaje	Av. General	783
COR - CPO	Fuerza Aérea Argentina	Internacional	Av. General	782
CGR - PSS		Internacional	Av. General	781
CGR - PSS	N/A	Internacional	Av. General	781
OYA - SLA		Cabotaje	Av. General	781
FDO - RES		Cabotaje	Av. General	781
FDO - RES		Cabotaje	Comercial	781
FDO - RES	Aerolíneas Argentinas	Cabotaje	Comercial	781
FDO - RES	American Jet	Cabotaje	Av. General	781
FDO - RES	American Jet	Cabotaje	Comercial	781
FDO - RES	Ameriflight	Cabotaje	Av. General	781
FDO - RES	Ameriflight	Cabotaje	Comercial	781
FDO - RES	Austral Líneas Aéreas	Cabotaje	Comercial	781
FDO - RES	Ejército Argentino	Cabotaje	Av. General	781
FDO - RES	Fuerza Aérea Argentina	Cabotaje	Av. General	781
FDO - RES	Fuerza Aérea Uruguaya	Cabotaje	Av. General	781
FDO - RES	Gendarmería Nacional	Cabotaje	Av. General	781
FDO - RES	JetSMART Airlines	Cabotaje	Comercial	781
FDO - RES	Línea Aérea SAPSA	Cabotaje	Av. General	781
FDO - RES	Línea Aérea SAPSA	Cabotaje	Comercial	781
FDO - RES	N/A	Cabotaje	Av. General	781
FDO - RES	N/A	Cabotaje	Comercial	781
FDO - RES	Prefectura Naval Argentina	Cabotaje	Av. General	781
OES - PUD	N/A	Cabotaje	Av. General	781
ENO - ROS	N/A	Internacional	Av. General	780
CNQ - FDO		Cabotaje	Av. General	780
CNQ - FDO		Cabotaje	Comercial	780
CNQ - FDO	American Jet	Cabotaje	Av. General	780
CNQ - FDO	American Jet	Cabotaje	Comercial	780
CNQ - FDO	Ameriflight	Cabotaje	Av. General	780
CNQ - FDO	Fuerza Aérea Argentina	Cabotaje	Av. General	780
CNQ - FDO	Gendarmería Nacional	Cabotaje	Av. General	780
CNQ - FDO	Línea Aérea de Entre Ríos SE (LAER)	Cabotaje	Av. General	780
CNQ - FDO	N/A	Cabotaje	Av. General	780
CNQ - FDO	N/A	Cabotaje	Comercial	780
CNQ - FDO	Prefectura Naval Argentina	Cabotaje	Av. General	780
OYA - VME		Cabotaje	Av. General	780
LUQ - RCQ		Cabotaje	Av. General	780
RCQ - VMA		Cabotaje	Av. General	780
RCQ - VMA		Cabotaje	Comercial	780
RCQ - VMA	N/A	Cabotaje	Av. General	780
ASU - TUC		Internacional	Av. General	779
ASU - TUC		Internacional	Comercial	779
ASU - TUC	Amaszonas	Internacional	Comercial	779
ASU - TUC	Avianca	Internacional	Av. General	779
ASU - TUC	Centurion Air Cargo	Internacional	Comercial	779
ASU - TUC	LATAM	Internacional	Comercial	779
ASU - TUC	N/A	Internacional	Av. General	779
ASU - TUC	N/A	Internacional	Comercial	779
EZE - VDM		Cabotaje	Av. General	779
EZE - VDM		Cabotaje	Comercial	779
EZE - VDM	Aerolíneas Argentinas	Cabotaje	Comercial	779
EZE - VDM	Andes Líneas Aéreas	Cabotaje	Comercial	779
EZE - VDM	Austral Líneas Aéreas	Cabotaje	Comercial	779
EZE - VDM	Línea Aérea SAPSA	Cabotaje	Comercial	779
EZE - VDM	N/A	Cabotaje	Av. General	779
EZE - VDM	N/A	Cabotaje	Comercial	779
NQN - RLO		Cabotaje	Av. General	778
NQN - RLO		Cabotaje	Comercial	778
NQN - RLO	N/A	Cabotaje	Av. General	778
JUJ - VVI		Internacional	Av. General	778
JUJ - VVI		Internacional	Comercial	778
JUJ - VVI	Amaszonas	Internacional	Av. General	778
JUJ - VVI	Fuerza Aérea Argentina	Internacional	Av. General	778
JUJ - VVI	N/A	Internacional	Av. General	778
ASU - RHD		Internacional	Comercial	777
ASU - RHD	Andes Líneas Aéreas	Internacional	Comercial	777
ASU - RHD	N/A	Internacional	Av. General	777
COR - JUJ		Cabotaje	Av. General	776
COR - JUJ		Cabotaje	Comercial	776
COR - JUJ	Aerolíneas Argentinas	Cabotaje	Comercial	776
COR - JUJ	American Jet	Cabotaje	Comercial	776
COR - JUJ	Ameriflight	Cabotaje	Av. General	776
COR - JUJ	Ameriflight	Cabotaje	Comercial	776
COR - JUJ	Andes Líneas Aéreas	Cabotaje	Comercial	776
COR - JUJ	Austral Líneas Aéreas	Cabotaje	Comercial	776
COR - JUJ	Ejército Argentino	Cabotaje	Av. General	776
COR - JUJ	Flybondi	Cabotaje	Comercial	776
COR - JUJ	Fuerza Aérea Argentina	Cabotaje	Av. General	776
COR - JUJ	Interjet	Cabotaje	Av. General	776
COR - JUJ	JetSMART Airlines	Cabotaje	Comercial	776
COR - JUJ	Macair Jet	Cabotaje	Comercial	776
COR - JUJ	N/A	Cabotaje	Av. General	776
COR - JUJ	N/A	Cabotaje	Comercial	776
AFA - SFN		Cabotaje	Av. General	776
AFA - SFN	American Jet	Cabotaje	Av. General	776
AFA - SFN	American Jet	Cabotaje	Comercial	776
AFA - SFN	N/A	Cabotaje	Av. General	776
CRD - CUT	Aerolíneas Argentinas	Cabotaje	Comercial	776
CRD - CUT	N/A	Cabotaje	Comercial	776
NEC - RCU		Cabotaje	Av. General	776
OVR - PMY		Cabotaje	Av. General	775
OVR - PMY	N/A	Cabotaje	Av. General	775
PMY - PZS	N/A	Internacional	Comercial	775
JNI - UAQ		Cabotaje	Comercial	773
COC - CSZ		Cabotaje	Av. General	772
COC - CSZ	N/A	Cabotaje	Av. General	772
MDZ - ZPC	N/A	Internacional	Av. General	772
ASU - JUJ		Internacional	Av. General	771
ASU - JUJ	Amaszonas	Internacional	Av. General	771
ASU - JUJ	Amaszonas	Internacional	Comercial	771
ASU - JUJ	N/A	Internacional	Av. General	771
MVD - RSA	N/A	Internacional	Av. General	770
AFA - BRC		Cabotaje	Av. General	769
AFA - BRC		Cabotaje	Comercial	769
AFA - BRC	American Jet	Cabotaje	Av. General	769
AFA - BRC	Andes Líneas Aéreas	Cabotaje	Av. General	769
AFA - BRC	Andes Líneas Aéreas	Cabotaje	Comercial	769
AFA - BRC	Austral Líneas Aéreas	Cabotaje	Comercial	769
AFA - BRC	N/A	Cabotaje	Av. General	769
AFA - BRC	N/A	Cabotaje	Comercial	769
PSS - ROS		Cabotaje	Av. General	769
PSS - ROS		Cabotaje	Comercial	769
PSS - ROS	Aerolíneas Argentinas	Cabotaje	Comercial	769
PSS - ROS	Austral Líneas Aéreas	Cabotaje	Comercial	769
PSS - ROS	Ejército Argentino	Cabotaje	Av. General	769
PSS - ROS	Fuerza Aérea Argentina	Cabotaje	Av. General	769
PSS - ROS	N/A	Cabotaje	Av. General	769
PSS - ROS	N/A	Cabotaje	Comercial	769
PSS - ROS	SOL Líneas Aéreas	Cabotaje	Comercial	769
BYC - RES		Internacional	Av. General	768
TUC - VME		Cabotaje	Av. General	767
TUC - VME		Cabotaje	Comercial	767
TUC - VME	Fuerza Aérea Argentina	Cabotaje	Av. General	767
TUC - VME	N/A	Cabotaje	Av. General	767
TUC - VME	N/A	Cabotaje	Comercial	767
RLO - TDL	N/A	Cabotaje	Av. General	767
BHI - PDP	Fuerza Aérea Uruguaya	Internacional	Av. General	763
BHI - PDP	N/A	Internacional	Av. General	763
CRD - NQN		Cabotaje	Av. General	763
CRD - NQN		Cabotaje	Comercial	763
CRD - NQN	Aerolíneas Argentinas	Cabotaje	Comercial	763
CRD - NQN	American Jet	Cabotaje	Av. General	763
CRD - NQN	American Jet	Cabotaje	Comercial	763
CRD - NQN	Ameriflight	Cabotaje	Av. General	763
CRD - NQN	Austral Líneas Aéreas	Cabotaje	Av. General	763
CRD - NQN	Austral Líneas Aéreas	Cabotaje	Comercial	763
CRD - NQN	Ejército Argentino	Cabotaje	Av. General	763
CRD - NQN	Flybondi	Cabotaje	Comercial	763
CRD - NQN	Fuerza Aérea Argentina	Cabotaje	Av. General	763
CRD - NQN	JetSMART Airlines	Cabotaje	Comercial	763
CRD - NQN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	763
CRD - NQN	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	763
CRD - NQN	Macair Jet	Cabotaje	Av. General	763
CRD - NQN	Macair Jet	Cabotaje	Comercial	763
CRD - NQN	N/A	Cabotaje	Av. General	763
CRD - NQN	N/A	Cabotaje	Comercial	763
CRD - NQN	SOL Líneas Aéreas	Cabotaje	Comercial	763
PDP - RCQ	N/A	Internacional	Av. General	763
RIA - ROS	Brazilian Air Force	Internacional	Av. General	763
MDZ - SFN		Cabotaje	Av. General	761
MDZ - SFN		Cabotaje	Comercial	761
MDZ - SFN	American Jet	Cabotaje	Comercial	761
MDZ - SFN	Andes Líneas Aéreas	Cabotaje	Comercial	761
MDZ - SFN	Flyest	Cabotaje	Comercial	761
MDZ - SFN	Fuerza Aérea Argentina	Cabotaje	Av. General	761
MDZ - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	761
MDZ - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	761
MDZ - SFN	Macair Jet	Cabotaje	Comercial	761
MDZ - SFN	N/A	Cabotaje	Av. General	761
MDZ - SFN	N/A	Cabotaje	Comercial	761
MDZ - SFN	Sun Air	Cabotaje	Av. General	761
LCM - LPG	N/A	Cabotaje	Av. General	761
NEC - PRA	N/A	Cabotaje	Comercial	760
JUJ - RCQ		Cabotaje	Av. General	760
JUJ - RCQ	Fuerza Aérea Argentina	Cabotaje	Av. General	760
JUJ - RCQ	N/A	Cabotaje	Av. General	760
AFA - NCJ		Cabotaje	Av. General	760
AFA - NCJ	N/A	Cabotaje	Av. General	760
COR - DZO		Internacional	Av. General	759
COR - DZO	Fuerza Aérea Uruguaya	Internacional	Av. General	759
COR - DZO	N/A	Internacional	Comercial	759
PMY - ULA		Cabotaje	Comercial	758
PMY - ULA	American Jet	Cabotaje	Comercial	758
PMY - ULA	Flybondi	Cabotaje	Comercial	758
PMY - ULA	N/A	Cabotaje	Av. General	758
PMY - ULA	N/A	Cabotaje	Comercial	758
FMA - GHU	N/A	Cabotaje	Av. General	758
BHI - RLO		Cabotaje	Av. General	757
NEC - REL	N/A	Cabotaje	Comercial	756
MDZ - TUC		Cabotaje	Av. General	756
MDZ - TUC		Cabotaje	Comercial	756
MDZ - TUC	Aerolíneas Argentinas	Cabotaje	Av. General	756
MDZ - TUC	Aerolíneas Argentinas	Cabotaje	Comercial	756
MDZ - TUC	American Jet	Cabotaje	Av. General	756
MDZ - TUC	American Jet	Cabotaje	Comercial	756
MDZ - TUC	Andes Líneas Aéreas	Cabotaje	Comercial	756
MDZ - TUC	Fuerza Aérea Argentina	Cabotaje	Av. General	756
MDZ - TUC	JetSMART Airlines	Cabotaje	Comercial	756
MDZ - TUC	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	756
MDZ - TUC	LATAM Perú	Cabotaje	Comercial	756
MDZ - TUC	N/A	Cabotaje	Av. General	756
MDZ - TUC	N/A	Cabotaje	Comercial	756
CRD - GNR		Cabotaje	Av. General	755
CRD - GNR	N/A	Cabotaje	Comercial	755
MDQ - SFN		Cabotaje	Av. General	753
MDQ - SFN		Cabotaje	Comercial	753
MDQ - SFN	Aerolíneas Argentinas	Cabotaje	Comercial	753
MDQ - SFN	American Jet	Cabotaje	Comercial	753
MDQ - SFN	Andes Líneas Aéreas	Cabotaje	Comercial	753
MDQ - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	753
MDQ - SFN	Macair Jet	Cabotaje	Comercial	753
MDQ - SFN	N/A	Cabotaje	Av. General	753
MDQ - SFN	N/A	Cabotaje	Comercial	753
CRD - PNT	American Jet	Internacional	Comercial	753
CRD - PNT	N/A	Internacional	Av. General	753
JNI - MDZ	N/A	Cabotaje	Av. General	753
RCQ - SLA		Cabotaje	Av. General	752
RCQ - SLA		Cabotaje	Comercial	752
RCQ - SLA	Ejército Argentino	Cabotaje	Av. General	752
RCQ - SLA	Fuerza Aérea Argentina	Cabotaje	Av. General	752
RCQ - SLA	Gendarmería Nacional	Cabotaje	Av. General	752
RCQ - SLA	N/A	Cabotaje	Av. General	752
PRA - UAQ		Cabotaje	Av. General	752
PRA - UAQ		Cabotaje	Comercial	752
PRA - UAQ	Fuerza Aérea Argentina	Cabotaje	Av. General	752
PRA - UAQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	752
PRA - UAQ	N/A	Cabotaje	Av. General	752
PRA - UAQ	N/A	Cabotaje	Comercial	752
MPN - RGL	Andes Líneas Aéreas	Cabotaje	Comercial	749
MPN - RGL	LATAM	Cabotaje	Comercial	749
MPN - RGL	N/A	Cabotaje	Av. General	749
MPN - RGL	N/A	Cabotaje	Comercial	749
BHI - LGS		Cabotaje	Av. General	749
MDZ - ROS		Cabotaje	Av. General	749
MDZ - ROS		Cabotaje	Comercial	749
MDZ - ROS	Aerolíneas Argentinas	Cabotaje	Comercial	749
MDZ - ROS	American Jet	Cabotaje	Av. General	749
MDZ - ROS	American Jet	Cabotaje	Comercial	749
MDZ - ROS	Andes Líneas Aéreas	Cabotaje	Comercial	749
MDZ - ROS	Austral Líneas Aéreas	Cabotaje	Av. General	749
MDZ - ROS	Austral Líneas Aéreas	Cabotaje	Comercial	749
MDZ - ROS	Copa Airlines	Cabotaje	Comercial	749
MDZ - ROS	Ejército Argentino	Cabotaje	Av. General	749
MDZ - ROS	Flyest	Cabotaje	Comercial	749
MDZ - ROS	Fuerza Aérea Argentina	Cabotaje	Av. General	749
MDZ - ROS	Fuerza Aérea Uruguaya	Cabotaje	Av. General	749
MDZ - ROS	JetSMART Airlines	Cabotaje	Comercial	749
MDZ - ROS	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	749
MDZ - ROS	LATAM Argentina	Cabotaje	Comercial	749
MDZ - ROS	LATAM Perú	Cabotaje	Comercial	749
MDZ - ROS	Macair Jet	Cabotaje	Comercial	749
MDZ - ROS	N/A	Cabotaje	Av. General	749
MDZ - ROS	N/A	Cabotaje	Comercial	749
MDZ - ROS	Norwegian Air Argentina	Cabotaje	Comercial	749
MDZ - ROS	SOL Líneas Aéreas	Cabotaje	Comercial	749
AEP - LUQ		Cabotaje	Av. General	747
AEP - VMA		Cabotaje	Av. General	747
AEP - LUQ		Cabotaje	Comercial	747
AEP - VMA		Cabotaje	Comercial	747
AEP - LUQ	Aerolíneas Argentinas	Cabotaje	Av. General	747
AEP - LUQ	Aerolíneas Argentinas	Cabotaje	Comercial	747
AEP - VMA	Aerolíneas Argentinas	Cabotaje	Comercial	747
AEP - LUQ	American Jet	Cabotaje	Av. General	747
AEP - LUQ	American Jet	Cabotaje	Comercial	747
AEP - VMA	American Jet	Cabotaje	Comercial	747
AEP - LUQ	Andes Líneas Aéreas	Cabotaje	Comercial	747
AEP - LUQ	Austral Líneas Aéreas	Cabotaje	Av. General	747
AEP - LUQ	Austral Líneas Aéreas	Cabotaje	Comercial	747
AEP - VMA	Austral Líneas Aéreas	Cabotaje	Comercial	747
AEP - VMA	Avianca	Cabotaje	Av. General	747
AEP - LUQ	Avianca	Cabotaje	Comercial	747
AEP - VMA	Avianca	Cabotaje	Comercial	747
AEP - LUQ	Bell Helicopter Textron	Cabotaje	Av. General	747
AEP - LUQ	Ejército Argentino	Cabotaje	Av. General	747
AEP - VMA	Ejército Argentino	Cabotaje	Av. General	747
AEP - LUQ	Flybondi	Cabotaje	Comercial	747
AEP - LUQ	Flyest	Cabotaje	Comercial	747
AEP - LUQ	Fuerza Aérea Argentina	Cabotaje	Av. General	747
AEP - VMA	Fuerza Aérea Argentina	Cabotaje	Av. General	747
AEP - LUQ	Gendarmería Nacional	Cabotaje	Av. General	747
AEP - VMA	Gendarmería Nacional	Cabotaje	Av. General	747
AEP - LUQ	Gestair	Cabotaje	Comercial	747
AEP - LUQ	JetSMART Airlines	Cabotaje	Comercial	747
