CityPair_IATA	Aerolinea Nombre	Clasificacion	Comercial Av Gral	DistanciaKM
AEP - BUR	N/A	Internacional	Av. General	9877
EZE - LAX		Internacional	Comercial	9872
EZE - LAX	Aerolíneas Argentinas	Internacional	Av. General	9872
EZE - LAX	Aerolíneas Argentinas	Internacional	Comercial	9872
EZE - LAX	Aeronexus	Internacional	Comercial	9872
EZE - LAX	American Airlines	Internacional	Comercial	9872
EZE - LAX	Atlas Air	Internacional	Comercial	9872
EZE - LAX	Delta Air Lines	Internacional	Comercial	9872
EZE - LAX	LATAM	Internacional	Comercial	9872
EZE - LAX	Lufthansa Cargo	Internacional	Comercial	9872
EZE - LAX	Metrojet	Internacional	Av. General	9872
EZE - LAX	Metrojet	Internacional	Comercial	9872
EZE - LAX	N/A	Internacional	Av. General	9872
EZE - LAX	N/A	Internacional	Comercial	9872
EZE - LAX	NetJets	Internacional	Av. General	9872
EZE - LAX	Prefectura Naval Argentina	Internacional	Av. General	9872
EZE - LAX	Qatar Airways	Internacional	Comercial	9872
EZE - LAX	Qatar Executive	Internacional	Comercial	9872
EZE - LAX	SkyLease Cargo	Internacional	Comercial	9872
AEP - LAX		Internacional	Comercial	9860
AEP - LAX	N/A	Internacional	Av. General	9860
AEP - OPO	N/A	Internacional	Comercial	9852
EZE - LGB	N/A	Internacional	Comercial	9846
FDO - LAX		Internacional	Av. General	9840
FDO - LAX		Internacional	Comercial	9840
EZE - LAS	N/A	Internacional	Av. General	9835
EZE - LAS	N/A	Internacional	Comercial	9835
AEP - LAS		Internacional	Comercial	9821
AEP - LAS	N/A	Internacional	Av. General	9821
AEP - LAS	N/A	Internacional	Comercial	9821
EZE - SBD	Aerolíneas Argentinas	Internacional	Comercial	9808
EZE - SBD	N/A	Internacional	Av. General	9808
EZE - SBD	N/A	Internacional	Comercial	9808
FDO - LAS		Internacional	Comercial	9802
FDO - LAS	N/A	Internacional	Av. General	9802
BZN - COR	N/A	Internacional	Av. General	9801
AEP - GRX	N/A	Internacional	Av. General	9784
AEP - KGL	N/A	Internacional	Comercial	9762
HOU - USH	N/A	Internacional	Av. General	9754
EZE - PSP	N/A	Internacional	Av. General	9740
MAH - PSS	N/A	Internacional	Av. General	9738
AGP - EZE		Internacional	Av. General	9728
AGP - EZE	N/A	Internacional	Av. General	9728
AGP - EZE	N/A	Internacional	Comercial	9728
AGP - EZE	NetJets	Internacional	Comercial	9728
AGP - EZE	Qatar Executive	Internacional	Comercial	9728
CPC - MSP	N/A	Internacional	Av. General	9712
EZE - SVQ	N/A	Internacional	Av. General	9708
EZE - SVQ	N/A	Internacional	Comercial	9708
AGP - ROS		Internacional	Av. General	9704
AGP - FDO		Internacional	Comercial	9700
AGP - FDO	N/A	Internacional	Av. General	9700
AGP - FDO	N/A	Internacional	Comercial	9700
AEP - AGP		Internacional	Comercial	9698
AEP - AGP	N/A	Internacional	Comercial	9698
EZE - SAN	N/A	Internacional	Av. General	9697
EZE - SAN	N/A	Internacional	Comercial	9697
EZE - SAN	TAG Aviation	Internacional	Av. General	9697
AEP - SAN	N/A	Internacional	Comercial	9684
AEP - SVQ	N/A	Internacional	Av. General	9679
MSY - USH	NetJets	Internacional	Av. General	9675
EZE - SDM	N/A	Internacional	Av. General	9670
EZE - SDM	N/A	Internacional	Comercial	9670
EGE - EZE	N/A	Internacional	Av. General	9664
COR - LIS	N/A	Internacional	Av. General	9664
BRC - LAX	N/A	Internacional	Av. General	9658
BRC - LAX	N/A	Internacional	Comercial	9658
BYJ - EZE	Hi Fly	Internacional	Comercial	9649
BYJ - EZE	N/A	Internacional	Comercial	9649
EZE - LIS	Aerolíneas Argentinas	Internacional	Comercial	9644
EZE - LIS	Aeronexus	Internacional	Av. General	9644
EZE - LIS	Dasnair	Internacional	Comercial	9644
EZE - LIS	Lufthansa Cargo	Internacional	Comercial	9644
EZE - LIS	N/A	Internacional	Av. General	9644
EZE - LIS	N/A	Internacional	Comercial	9644
EZE - LIS	Qatar Executive	Internacional	Comercial	9644
CRD - JFK	N/A	Internacional	Av. General	9641
AEP - LIS	N/A	Internacional	Av. General	9613
AEP - LIS	N/A	Internacional	Comercial	9613
BRC - SBD	N/A	Internacional	Av. General	9612
BRC - SBD	N/A	Internacional	Comercial	9612
APA - BRC	N/A	Internacional	Comercial	9612
MDZ - SFO	N/A	Internacional	Av. General	9609
AEP - ASE	N/A	Internacional	Comercial	9608
AEP - GIB		Internacional	Comercial	9604
AEP - GIB	N/A	Internacional	Comercial	9604
LIS - ROS		Internacional	Av. General	9598
LIS - ROS	N/A	Internacional	Av. General	9598
BRC - LPA	Execujet Charter	Internacional	Av. General	9598
BRC - LPA	N/A	Internacional	Av. General	9598
BRC - LPA	N/A	Internacional	Comercial	9598
UAQ - YBR	N/A	Internacional	Av. General	9590
LAX - ROS		Internacional	Comercial	9574
LAX - ROS	N/A	Internacional	Av. General	9574
LAX - ROS	Qatar Executive	Internacional	Av. General	9574
EZE - FAO	N/A	Internacional	Av. General	9556
EZE - FAO	N/A	Internacional	Comercial	9556
EZE - FAO	NetJets	Internacional	Comercial	9556
APA - EZE	N/A	Internacional	Av. General	9551
APA - EZE	N/A	Internacional	Comercial	9551
EZE - MSP	Atlas Air	Internacional	Comercial	9538
EZE - MSP	N/A	Internacional	Av. General	9538
LAS - ROS		Internacional	Av. General	9537
LAS - ROS	N/A	Internacional	Av. General	9537
AEP - PRC	N/A	Internacional	Comercial	9536
BRC - TFS		Internacional	Av. General	9535
BRC - TFS		Internacional	Comercial	9535
BRC - TFS	N/A	Internacional	Comercial	9535
AEP - APA		Internacional	Comercial	9533
BRC - COS	N/A	Internacional	Av. General	9529
AEP - FAO	N/A	Internacional	Av. General	9526
AEP - FAO	N/A	Internacional	Comercial	9526
FDO - PRC		Internacional	Av. General	9517
AEP - MSP	N/A	Internacional	Av. General	9515
ROS - SBD	N/A	Internacional	Av. General	9510
APA - NQN	N/A	Internacional	Av. General	9506
APA - CPC	N/A	Internacional	Av. General	9504
CHC - MDZ	N/A	Internacional	Av. General	9504
CRD - DOV	Chief of Staff, United States Air Force	Internacional	Av. General	9486
EZE - FEZ	N/A	Internacional	Comercial	9470
EZE - FEZ	Qatar Amiri Flight	Internacional	Av. General	9470
BCN - IGR	Gestair	Internacional	Comercial	9467
SYD - USH	N/A	Internacional	Av. General	9458
BRC - SDM	N/A	Internacional	Comercial	9457
EZE - SCF	N/A	Internacional	Av. General	9434
EZE - SCF	N/A	Internacional	Comercial	9434
EZE - PHX	Aerolíneas Argentinas	Internacional	Comercial	9424
EZE - PHX	Eastern Air Lines	Internacional	Comercial	9424
EZE - PHX	N/A	Internacional	Av. General	9424
EZE - PHX	N/A	Internacional	Comercial	9424
LPA - REL	N/A	Internacional	Comercial	9417
EZE - RST	N/A	Internacional	Av. General	9415
MDQ - ORD	N/A	Internacional	Av. General	9413
MDQ - ORD	NetJets	Internacional	Av. General	9413
COR - SLC	N/A	Internacional	Av. General	9411
BRO - USH	N/A	Internacional	Comercial	9410
AEP - PHX	N/A	Internacional	Av. General	9410
EQS - SWF	N/A	Internacional	Av. General	9401
ROS - SAN	N/A	Internacional	Av. General	9399
AEP - RST	N/A	Internacional	Av. General	9393
AEP - RST	N/A	Internacional	Comercial	9393
SFB - USH	N/A	Internacional	Comercial	9391
IGR - PMI	Air Europa	Internacional	Comercial	9382
IGR - PMI	Gestair	Internacional	Comercial	9382
EZE - RBA	N/A	Internacional	Av. General	9373
EZE - RBA	N/A	Internacional	Comercial	9373
ROS - SDM	N/A	Internacional	Comercial	9372
BRC - YIP	N/A	Internacional	Av. General	9366
CPC - SDM	N/A	Internacional	Av. General	9363
MCO - USH	N/A	Internacional	Av. General	9353
MCO - USH	N/A	Internacional	Comercial	9353
MQP - TUC	Ethiopian Airlines	Internacional	Comercial	9339
EZE - YQX	N/A	Internacional	Av. General	9332
EZE - YQX	N/A	Internacional	Comercial	9332
EQS - TEB	N/A	Internacional	Av. General	9329
TPA - USH	N/A	Internacional	Av. General	9320
TPA - USH	N/A	Internacional	Comercial	9320
EZE - GMD	Aerolíneas Argentinas	Internacional	Comercial	9312
EQS - EWR	N/A	Internacional	Av. General	9311
EZE - MZJ	Aerolíneas Argentinas	Internacional	Comercial	9305
MAD - PSS	Gestair	Internacional	Av. General	9295
MAD - PSS	N/A	Internacional	Comercial	9295
AEP - BOB	N/A	Internacional	Av. General	9286
CMN - EZE	Qatar Airways	Internacional	Comercial	9265
MSP - ROS	N/A	Internacional	Av. General	9260
SRQ - USH	N/A	Internacional	Av. General	9256
EZE - TUS	Antonov Airlines	Internacional	Comercial	9248
EZE - TUS	N/A	Internacional	Av. General	9248
EZE - TUS	N/A	Internacional	Comercial	9248
EZE - TUS	NetJets	Internacional	Av. General	9248
EZE - TUS	NetJets	Internacional	Comercial	9248
EZE - TUS	Swiss International Air Lines	Internacional	Comercial	9248
LPA - NQN		Internacional	Av. General	9243
AEP - TUS	N/A	Internacional	Av. General	9234
COR - LAX	N/A	Internacional	Av. General	9224
FUE - LGS	ACM Air Charter	Internacional	Av. General	9209
EZE - TET	N/A	Internacional	Comercial	9197
NQN - TFS	N/A	Internacional	Av. General	9181
NQN - TFS	NetJets	Internacional	Av. General	9181
EZE - MKE	N/A	Internacional	Av. General	9157
BRC - HPN	N/A	Internacional	Av. General	9156
RSW - USH	NetJets	Internacional	Av. General	9150
AEP - YQB	N/A	Internacional	Av. General	9149
AEP - YQB	N/A	Internacional	Comercial	9149
PBI - USH	N/A	Internacional	Av. General	9146
PBI - USH	N/A	Internacional	Comercial	9146
PBI - USH	NetJets	Internacional	Av. General	9146
BRC - TEB	N/A	Internacional	Comercial	9133
EZE - RFD	Air Atlanta Icelandic	Internacional	Comercial	9122
EZE - RFD	N/A	Internacional	Av. General	9122
EZE - RFD	N/A	Internacional	Comercial	9122
BRC - TUS	N/A	Internacional	Av. General	9121
BRC - TUS	N/A	Internacional	Comercial	9121
BRC - JFK	N/A	Internacional	Comercial	9109
DKR - USH	N/A	Internacional	Comercial	9098
EZE - YMX	Air Canada	Internacional	Comercial	9096
EZE - YMX	N/A	Internacional	Comercial	9096
EZE - RAK	N/A	Internacional	Av. General	9088
EZE - RAK	N/A	Internacional	Comercial	9088
EZE - RAK	Qatar Amiri Flight	Internacional	Av. General	9088
EZE - RAK	Qatar Executive	Internacional	Av. General	9088
FDO - RFD	N/A	Internacional	Av. General	9082
FLL - USH	N/A	Internacional	Av. General	9079
FLL - USH	N/A	Internacional	Comercial	9079
FLL - USH	NetJets	Internacional	Av. General	9079
EZE - YUL	Air Canada	Internacional	Comercial	9068
EZE - YUL	N/A	Internacional	Av. General	9068
EZE - YUL	N/A	Internacional	Comercial	9068
EZE - YUL	Starlink Aviation	Internacional	Comercial	9068
EZE - YHU	Air Canada	Internacional	Comercial	9068
LAX - MDZ	N/A	Internacional	Av. General	9065
LAX - MDZ	N/A	Internacional	Comercial	9065
EZE - ORD	Aeronexus	Internacional	Comercial	9059
EZE - ORD	Atlas Air	Internacional	Comercial	9059
EZE - ORD	Dassault Aviation	Internacional	Comercial	9059
EZE - ORD	N/A	Internacional	Av. General	9059
EZE - ORD	N/A	Internacional	Comercial	9059
EZE - ORD	NetJets	Internacional	Av. General	9059
EZE - ORD	NetJets	Internacional	Comercial	9059
EZE - ORD	United Airlines	Internacional	Comercial	9059
AEP - RAK	N/A	Internacional	Av. General	9059
IGR - MAD		Internacional	Comercial	9058
IGR - MAD	Air Europa	Internacional	Comercial	9058
MIA - USH	Eastern Air Lines	Internacional	Comercial	9050
MIA - USH	N/A	Internacional	Av. General	9050
MIA - USH	N/A	Internacional	Comercial	9050
MIA - USH	NetJets	Internacional	Av. General	9050
MIA - USH	NetJets	Internacional	Comercial	9050
COR - MQP	Qatar Executive	Internacional	Av. General	9049
SID - USH		Internacional	Av. General	9045
SID - USH	ACM Air Charter	Internacional	Av. General	9045
SID - USH	ACM Air Charter	Internacional	Comercial	9045
SID - USH	Hi Fly	Internacional	Comercial	9045
SID - USH	N/A	Internacional	Av. General	9045
SID - USH	N/A	Internacional	Comercial	9045
AEP - YUL	N/A	Internacional	Av. General	9042
AEP - YUL	N/A	Internacional	Comercial	9042
EZE - MDW	N/A	Internacional	Av. General	9034
EZE - MDW	N/A	Internacional	Comercial	9034
EZE - MDW	NetJets	Internacional	Comercial	9034
BRC - PHL	N/A	Internacional	Av. General	9029
AEP - PPT	N/A	Internacional	Av. General	9028
AEP - PPT	N/A	Internacional	Comercial	9028
FDO - PPT		Internacional	Av. General	9015
AEP - MDW	N/A	Internacional	Comercial	9011
EZE - PPT	Aeronexus	Internacional	Av. General	9009
EZE - PPT	N/A	Internacional	Av. General	9009
EZE - PPT	N/A	Internacional	Comercial	9009
EZE - YZD	Air Canada	Internacional	Comercial	8999
EZE - YYZ	Air Canada	Internacional	Comercial	8996
EZE - YYZ	LATAM	Internacional	Comercial	8996
EZE - YYZ	N/A	Internacional	Av. General	8996
EZE - YYZ	N/A	Internacional	Comercial	8996
EZE - YYZ	NetJets	Internacional	Av. General	8996
EZE - YTR	N/A	Internacional	Av. General	8996
EZE - PTK	N/A	Internacional	Comercial	8990
EZE - YTZ	Air Canada	Internacional	Comercial	8986
AEP - YKZ	N/A	Internacional	Av. General	8985
LAX - UAQ	N/A	Internacional	Av. General	8980
EZE - SBN	N/A	Internacional	Comercial	8979
IGR - SCF	N/A	Internacional	Av. General	8973
AEP - YYZ	N/A	Internacional	Av. General	8971
BTL - FDO		Internacional	Comercial	8967
EZE - SLK	N/A	Internacional	Comercial	8959
EZE - YHM	Centurion Air Cargo	Internacional	Comercial	8950
EZE - YHM	N/A	Internacional	Comercial	8950
EZE - YIP	N/A	Internacional	Av. General	8949
EZE - YIP	N/A	Internacional	Comercial	8949
BRC - IAD	N/A	Internacional	Av. General	8939
NAS - USH	N/A	Internacional	Comercial	8936
CJS - EZE	LATAM	Internacional	Av. General	8935
MDQ - TEB	N/A	Internacional	Av. General	8929
NQN - TEB	TAG Aviation USA	Internacional	Av. General	8903
BRC - LAD	N/A	Internacional	Av. General	8903
MMU - NQN	N/A	Internacional	Av. General	8900
BUF - EZE	N/A	Internacional	Av. General	8897
BUF - EZE	N/A	Internacional	Comercial	8897
EWR - NQN	N/A	Internacional	Av. General	8887
APA - MDZ	N/A	Internacional	Av. General	8876
BRC - JNB	Cat Aviation	Internacional	Comercial	8868
CHS - CRD	Chief of Staff, United States Air Force	Internacional	Av. General	8850
SFN - TUS	N/A	Internacional	Av. General	8849
RFD - ROS	N/A	Internacional	Av. General	8847
DAL - EQS	N/A	Internacional	Av. General	8831
EZE - SUS	N/A	Internacional	Av. General	8824
EZE - SUS	N/A	Internacional	Comercial	8824
ALN - EZE	N/A	Internacional	Comercial	8824
EZE - STL	N/A	Internacional	Av. General	8822
BKL - EZE	N/A	Internacional	Comercial	8821
LPA - MDZ	N/A	Internacional	Av. General	8809
EZE - TER	Air France	Internacional	Comercial	8809
EZE - TER	N/A	Internacional	Comercial	8809
EZE - TUL	Kalitta Air	Internacional	Comercial	8804
EZE - TUL	N/A	Internacional	Comercial	8804
COR - SCF	Dassault Aviation	Internacional	Av. General	8794
COR - SCF	N/A	Internacional	Av. General	8794
ORD - ROS	N/A	Internacional	Av. General	8785
ORD - ROS	N/A	Internacional	Comercial	8785
ORD - ROS	NetJets	Internacional	Av. General	8785
COR - PHX	N/A	Internacional	Av. General	8784
TLC - USH	N/A	Internacional	Av. General	8776
EZE - KAN	Qatar Airways	Internacional	Comercial	8775
MSP - RES	N/A	Internacional	Av. General	8767
EZE - PDL	N/A	Internacional	Comercial	8761
MDW - ROS	N/A	Internacional	Av. General	8761
FDO - TBN	N/A	Internacional	Av. General	8753
EZE - PXO	N/A	Internacional	Comercial	8747
MDZ - TFS	N/A	Internacional	Av. General	8738
CLU - EZE	N/A	Internacional	Av. General	8714
BVY - EZE	N/A	Internacional	Av. General	8709
BED - EZE	N/A	Internacional	Av. General	8702
BED - EZE	N/A	Internacional	Comercial	8702
BOS - EZE	LATAM	Internacional	Av. General	8686
BOS - EZE	N/A	Internacional	Av. General	8686
BOS - EZE	N/A	Internacional	Comercial	8686
ROS - YIP	N/A	Internacional	Av. General	8682
AEP - BED	N/A	Internacional	Av. General	8675
EZE - PIT	N/A	Internacional	Comercial	8674
BDL - EZE	N/A	Internacional	Comercial	8666
AEP - BOS	Gestair	Internacional	Comercial	8659
AEP - BOS	N/A	Internacional	Av. General	8659
AEP - BOS	N/A	Internacional	Comercial	8659
AEP - BOS	Priester Aviation	Internacional	Comercial	8659
LAD - NQN	American Jet	Internacional	Av. General	8657
LAD - NQN	N/A	Internacional	Av. General	8657
CUU - EZE	N/A	Internacional	Comercial	8651
BRC - DAL	N/A	Internacional	Av. General	8649
BRC - DAL	N/A	Internacional	Comercial	8649
EZE - SWF	N/A	Internacional	Av. General	8644
EZE - SWF	N/A	Internacional	Comercial	8644
AEP - BDL	N/A	Internacional	Av. General	8639
AEP - BDL	N/A	Internacional	Comercial	8639
COR - MKE	N/A	Internacional	Av. General	8614
FSD - SDE	N/A	Internacional	Av. General	8605
COR - YUL	N/A	Internacional	Av. General	8603
EZE - SDF	N/A	Internacional	Av. General	8597
IGR - LIS	NetJets	Internacional	Comercial	8593
COR - PPT	N/A	Internacional	Av. General	8590
EZE - HPN	Global Jet Luxembourg	Internacional	Av. General	8589
EZE - HPN	N/A	Internacional	Av. General	8589
EZE - HPN	N/A	Internacional	Comercial	8589
MDZ - YYZ	N/A	Internacional	Av. General	8588
CZM - USH	N/A	Internacional	Av. General	8575
EZE - MMU	N/A	Internacional	Av. General	8574
EZE - MMU	N/A	Internacional	Comercial	8574
EZE - TEB		Internacional	Av. General	8573
EZE - TEB		Internacional	Comercial	8573
EZE - TEB	Chief of Staff, United States Air Force	Internacional	Av. General	8573
EZE - TEB	Gestair	Internacional	Comercial	8573
EZE - TEB	LATAM	Internacional	Av. General	8573
EZE - TEB	Metrojet	Internacional	Comercial	8573
EZE - TEB	N/A	Internacional	Av. General	8573
EZE - TEB	N/A	Internacional	Comercial	8573
EZE - TEB	NetJets	Internacional	Av. General	8573
EZE - TEB	NetJets	Internacional	Comercial	8573
EZE - TEB	Qatar Executive	Internacional	Comercial	8573
AFW - EZE	N/A	Internacional	Av. General	8566
AFW - EZE	N/A	Internacional	Comercial	8566
AEP - HPN		Internacional	Av. General	8563
AEP - HPN		Internacional	Comercial	8563
AEP - HPN	N/A	Internacional	Av. General	8563
AEP - HPN	N/A	Internacional	Comercial	8563
PHX - UAQ	N/A	Internacional	Av. General	8562
EWR - EZE	Aerolíneas Argentinas	Internacional	Comercial	8557
EWR - EZE	American Airlines	Internacional	Comercial	8557
EWR - EZE	Jet Aviation	Internacional	Av. General	8557
EWR - EZE	N/A	Internacional	Av. General	8557
EWR - EZE	N/A	Internacional	Comercial	8557
EWR - EZE	United Airlines	Internacional	Comercial	8557
ADS - CPC	N/A	Internacional	Av. General	8551
FDO - HPN		Internacional	Av. General	8548
FDO - HPN	N/A	Internacional	Av. General	8548
AEP - MMU		Internacional	Av. General	8548
AEP - MMU		Internacional	Comercial	8548
AEP - TEB		Internacional	Av. General	8546
AEP - TEB		Internacional	Comercial	8546
AEP - TEB	ACM Air Charter	Internacional	Comercial	8546
AEP - TEB	Air Alsie	Internacional	Av. General	8546
AEP - TEB	Benair	Internacional	Av. General	8546
AEP - TEB	Gestair	Internacional	Av. General	8546
AEP - TEB	N/A	Internacional	Av. General	8546
AEP - TEB	N/A	Internacional	Comercial	8546
EZE - LEX	N/A	Internacional	Av. General	8545
EZE - LEX	N/A	Internacional	Comercial	8545
EZE - JFK	Abelag Aviation	Internacional	Av. General	8544
EZE - JFK	Aerolíneas Argentinas	Internacional	Comercial	8544
EZE - JFK	American Airlines	Internacional	Comercial	8544
EZE - JFK	Atlas Air	Internacional	Comercial	8544
EZE - JFK	Delta Air Lines	Internacional	Comercial	8544
EZE - JFK	Kalitta Air	Internacional	Comercial	8544
