AñoMes;CityPair_IATA;Aerolinea Nombre;Av. General;Comercial;TotalPasajeros
2025-03;EZE - PTY;Copa Airlines;;39335;39335
2025-03;EZE - PUJ;Aerolíneas Argentinas;;13744;13744
2025-03;EZE - PUJ;Arajet;;9035;9035
2025-03;EZE - REC;Gol Transportes Aéreos;;991;991
2025-03;EZE - REL;Aerolíneas Argentinas;;563;563
2025-03;EZE - RES;Aerolíneas Argentinas;;503;503
2025-03;EZE - RGA;Aerolíneas Argentinas;;591;591
2025-03;EZE - RGL;Aerolíneas Argentinas;;1506;1506
2025-03;EZE - RGL;Flybondi;;5182;5182
2025-03;EZE - RHD;Aerolíneas Argentinas;;1865;1865
2025-03;EZE - ROS;Aerolíneas Argentinas;;112;112
2025-03;EZE - ROS;Copa Airlines;;76;76
2025-03;EZE - ROS;Gol Transportes Aéreos;;176;176
2025-03;EZE - ROS;JetSMART Airlines;;89;89
2025-03;EZE - RSA;Aerolíneas Argentinas;;45;45
2025-03;EZE - SCL;Aerolíneas Argentinas;;238;238
2025-03;EZE - SCL;Andes Líneas Aéreas;;101;101
2025-03;EZE - SCL;JetSMART Airlines;;1778;1778
2025-03;EZE - SCL;KLM;;12965;12965
2025-03;EZE - SCL;LATAM;;28421;28421
2025-03;EZE - SCL;Sky Airline;;12771;12771
2025-03;EZE - SDE;Aerolíneas Argentinas;;261;261
2025-03;EZE - SDE;American Jet;;45;45
2025-03;EZE - SDE;Flybondi;;1650;1650
2025-03;EZE - SLA;Aerolíneas Argentinas;;7114;7114
2025-03;EZE - SLA;Andes Líneas Aéreas;;646;646
2025-03;EZE - SLA;Flybondi;;16483;16483
2025-03;EZE - SLA;JetSMART Airlines;;1422;1422
2025-03;EZE - SSA;Gol Transportes Aéreos;;618;618
2025-03;EZE - TUC;Aerolíneas Argentinas;;6638;6638
2025-03;EZE - TUC;Flybondi;;2011;2011
2025-03;EZE - TUC;JetSMART Airlines;;2950;2950
2025-03;EZE - UAQ;Aerolíneas Argentinas;;124;124
2025-03;EZE - UAQ;Flybondi;;1866;1866
2025-03;EZE - UIO;Avianca;;2306;2306
2025-03;EZE - UIO;Avianca Costa Rica;;4871;4871
2025-03;EZE - USH;Aerolíneas Argentinas;;23965;23965
2025-03;EZE - USH;Flybondi;;10449;10449
2025-03;EZE - USH;JetSMART Airlines;;7461;7461
2025-03;EZE - VDM;Aerolíneas Argentinas;;48;48
2025-03;EZE - VVI;Aerolíneas Argentinas;;810;810
2025-03;EZE - VVI;Boliviana de Aviacion;;15638;15638
2025-03;FDO - RSA;American Jet;;60;60
2025-03;FLN - MDZ;Aerolíneas Argentinas;;398;398
2025-03;FLN - ROS;Aerolíneas Argentinas;;2651;2651
2025-03;FTE - PMQ;LADE - Líneas Aéreas Del Estado;;36;36
2025-03;FTE - REL;Aerolíneas Argentinas;;1013;1013
2025-03;FTE - RGL;LADE - Líneas Aéreas Del Estado;21;33;54
2025-03;FTE - SCL;Sky Airline;;1036;1036
2025-03;FTE - USH;Aerolíneas Argentinas;;17332;17332
2025-03;FTE - USH;Flybondi;;3556;3556
2025-03;FTE - USH;LADE - Líneas Aéreas Del Estado;;14;14
2025-03;GIG - ROS;Aerolíneas Argentinas;;4380;4380
2025-03;GIG - ROS;Gol Transportes Aéreos;;5069;5069
2025-03;GRU - MDZ;Gol Transportes Aéreos;;5492;5492
2025-03;GRU - MDZ;TAM Linhas Aéreas;;5268;5268
2025-03;GRU - SLA;Aerolíneas Argentinas;;1070;1070
2025-03;GYN - RHD;American Jet;;16;16
2025-03;IGR - JUJ;Aerolíneas Argentinas;;959;959
2025-03;IGR - ROS;Aerolíneas Argentinas;;1367;1367
2025-03;IGR - SLA;Aerolíneas Argentinas;;3158;3158
2025-03;IGR - TUC;Aerolíneas Argentinas;;844;844
2025-03;IGU - MDZ;Aerolíneas Argentinas;;168;168
2025-03;JUJ - MDZ;Aerolíneas Argentinas;;813;813
2025-03;JUJ - RES;Aerolíneas Argentinas;;49;49
2025-03;JUJ - RES;Fuerza Aérea Argentina;12;;12
2025-03;JUJ - SLA;Aerolíneas Argentinas;;50;50
2025-03;JUJ - TUC;Fuerza Aérea Argentina;25;;25
2025-03;LIM - MDZ;LATAM Perú;;6260;6260
2025-03;LIM - ROS;LATAM Perú;;3471;3471
2025-03;LIM - SLA;LATAM Perú;;6203;6203
2025-03;MDQ - MDZ;Aerolíneas Argentinas;;1503;1503
2025-03;MDQ - ROS;Aerolíneas Argentinas;;508;508
2025-03;MDQ - SFN;American Jet;;88;88
2025-03;MDQ - TUC;Aerolíneas Argentinas;;2185;2185
2025-03;MDZ - MDZ;Aerolíneas Argentinas;;87;87
2025-03;MDZ - NQN;Aerolíneas Argentinas;;3363;3363
2025-03;MDZ - NQN;American Jet;;174;174
2025-03;MDZ - PTY;Copa Airlines;;6609;6609
2025-03;MDZ - ROS;Aerolíneas Argentinas;;1394;1394
2025-03;MDZ - SCL;Aerolíneas Argentinas;;402;402
2025-03;MDZ - SCL;Flybondi;;123;123
2025-03;MDZ - SCL;JetSMART Airlines;;5622;5622
2025-03;MDZ - SCL;LATAM;;16244;16244
2025-03;MDZ - SCL;Sky Airline;;12491;12491
2025-03;MDZ - SFN;American Jet;;130;130
2025-03;MDZ - SLA;Aerolíneas Argentinas;;2740;2740
2025-03;MDZ - SLA;JetSMART Airlines;;3927;3927
2025-03;MPN - RGL;LATAM;;77;77
2025-03;MVD - ROS;Copa Airlines;;148;148
2025-03;NQN - NQN;American Jet;;111;111
2025-03;NQN - RSA;American Jet;;13;13
2025-03;NQN - SLA;JetSMART Airlines;;6463;6463
2025-03;PMY - PMY;Aerolíneas Argentinas;;154;154
2025-03;PTY - ROS;Copa Airlines;;9106;9106
2025-03;PUJ - ROS;Aerolíneas Argentinas;;1094;1094
2025-03;PUJ - TUC;Aerolíneas Argentinas;;1402;1402
2025-03;PUQ - USH;Aerovías DAP;;12;12
2025-03;REL - USH;Aerolíneas Argentinas;;1135;1135
2025-03;RES - RES;Ejército Argentino;21;;21
2025-03;RES - SDE;Aerolíneas Argentinas;;48;48
2025-03;RGA - RGL;LADE - Líneas Aéreas Del Estado;15;73;88
2025-03;RGA - USH;LADE - Líneas Aéreas Del Estado;;59;59
2025-03;RGL - USH;LADE - Líneas Aéreas Del Estado;18;308;326
2025-03;ROS - TUC;Aerolíneas Argentinas;;118;118
2025-03;SCL - USH;LATAM;;276;276
2025-03;SDE - TUC;Aerolíneas Argentinas;;83;83
2025-04;AEP - AFA;Aerolíneas Argentinas;;2469;2469
2025-04;AEP - ASU;Aerolíneas Argentinas;;5526;5526
2025-04;AEP - ASU;Amaszonas;;3099;3099
2025-04;AEP - ASU;Fuerza Aérea Paraguaya;18;;18
2025-04;AEP - ASU;JetSMART Airlines;;5323;5323
2025-04;AEP - BGX;Gol Transportes Aéreos;;164;164
2025-04;AEP - BHI;Aerolíneas Argentinas;;20204;20204
2025-04;AEP - BHI;JetSMART Airlines;;191;191
2025-04;AEP - BHI;LADE - Líneas Aéreas Del Estado;25;;25
2025-04;AEP - BOG;Aerolíneas Argentinas;;6036;6036
2025-04;AEP - BOG;Avianca;;3712;3712
2025-04;AEP - BPS;Aerolíneas Argentinas;;78;78
2025-04;AEP - BRC;Aerolíneas Argentinas;;56270;56270
2025-04;AEP - BRC;Andes Líneas Aéreas;;330;330
2025-04;AEP - BRC;Flybondi;;14703;14703
2025-04;AEP - BRC;JetSMART Airlines;;34255;34255
2025-04;AEP - BSB;Brazilian Air Force;10;;10
2025-04;AEP - BSB;Gol Transportes Aéreos;;6292;6292
2025-04;AEP - CBB;Aerolíneas Argentinas;;82;82
2025-04;AEP - CNF;Gol Transportes Aéreos;;2387;2387
2025-04;AEP - CNQ;Aerolíneas Argentinas;;6585;6585
2025-04;AEP - CNQ;Flybondi;;8620;8620
2025-04;AEP - COR;Aerolíneas Argentinas;;57711;57711
2025-04;AEP - COR;Flybondi;;21667;21667
2025-04;AEP - COR;JetSMART Airlines;;39730;39730
2025-04;AEP - CPC;Aerolíneas Argentinas;;15268;15268
2025-04;AEP - CPC;Flybondi;;180;180
2025-04;AEP - CPC;JetSMART Airlines;;11064;11064
2025-04;AEP - CRD;Aerolíneas Argentinas;;26610;26610
2025-04;AEP - CRD;Flybondi;;5306;5306
2025-04;AEP - CRD;JetSMART Airlines;;6229;6229
2025-04;AEP - CTC;Aerolíneas Argentinas;;5992;5992
2025-04;AEP - CWB;Aerolíneas Argentinas;;3372;3372
2025-04;AEP - EQS;Aerolíneas Argentinas;;4787;4787
2025-04;AEP - EZE;Aerolíneas Argentinas;;83;83
2025-04;AEP - EZE;Avianca;;136;136
2025-04;AEP - EZE;Flybondi;;167;167
2025-04;AEP - FLN;Aerolíneas Argentinas;;5890;5890
2025-04;AEP - FLN;Flybondi;;3202;3202
2025-04;AEP - FLN;Gol Transportes Aéreos;;13412;13412
2025-04;AEP - FLN;JetSMART Airlines;;7205;7205
2025-04;AEP - FMA;Aerolíneas Argentinas;;7015;7015
2025-04;AEP - FOR;Gol Transportes Aéreos;;1111;1111
2025-04;AEP - FOR;LATAM Perú;;144;144
2025-04;AEP - FTE;Aerolíneas Argentinas;;36054;36054
2025-04;AEP - FTE;American Jet;;20;20
2025-04;AEP - FTE;Flybondi;;1590;1590
2025-04;AEP - FTE;JetSMART Airlines;;3270;3270
2025-04;AEP - GIG;Aerolíneas Argentinas;;29857;29857
2025-04;AEP - GIG;Flybondi;;10253;10253
2025-04;AEP - GIG;Gol Transportes Aéreos;;17803;17803
2025-04;AEP - GIG;JetSMART Airlines;;8680;8680
2025-04;AEP - GRU;Aerolíneas Argentinas;;23778;23778
2025-04;AEP - GRU;Flybondi;;5597;5597
2025-04;AEP - GRU;Gol Transportes Aéreos;;41602;41602
2025-04;AEP - GRU;JetSMART Airlines;;148;148
2025-04;AEP - GRU;TAM Linhas Aéreas;;41172;41172
2025-04;AEP - IGR;Aerolíneas Argentinas;;53157;53157
2025-04;AEP - IGR;Flybondi;;19264;19264
2025-04;AEP - IGR;JetSMART Airlines;;37013;37013
2025-04;AEP - IRJ;Aerolíneas Argentinas;;5994;5994
2025-04;AEP - JUJ;Aerolíneas Argentinas;;17161;17161
2025-04;AEP - JUJ;Flybondi;;7533;7533
2025-04;AEP - LIM;Aerolíneas Argentinas;;8432;8432
2025-04;AEP - LIM;JetSMART Airlines;;9187;9187
2025-04;AEP - LIM;LATAM Perú;;16650;16650
2025-04;AEP - LIM;Sky Airline;;6106;6106
2025-04;AEP - LUQ;Aerolíneas Argentinas;;4698;4698
2025-04;AEP - MDE;Aerolíneas Argentinas;;60;60
2025-04;AEP - MDQ;Aerolíneas Argentinas;;20042;20042
2025-04;AEP - MDQ;JetSMART Airlines;;278;278
2025-04;AEP - MDQ;LADE - Líneas Aéreas Del Estado;56;44;100
2025-04;AEP - MDZ;Aerolíneas Argentinas;;54301;54301
2025-04;AEP - MDZ;American Jet;;20;20
2025-04;AEP - MDZ;Andes Líneas Aéreas;;285;285
2025-04;AEP - MDZ;Flybondi;;19857;19857
2025-04;AEP - MDZ;JetSMART Airlines;;44430;44430
2025-04;AEP - MVD;Aerolíneas Argentinas;;14493;14493
2025-04;AEP - MVD;American Jet;;36;36
2025-04;AEP - MVD;JetSMART Airlines;;154;154
2025-04;AEP - NAT;Gol Transportes Aéreos;;1292;1292
2025-04;AEP - NQN;Aerolíneas Argentinas;;42337;42337
2025-04;AEP - NQN;Flybondi;;10302;10302
2025-04;AEP - NQN;JetSMART Airlines;;26952;26952
2025-04;AEP - PDP;Aerolíneas Argentinas;;3643;3643
2025-04;AEP - PMQ;American Jet;;118;118
2025-04;AEP - PMY;Aerolíneas Argentinas;;6609;6609
2025-04;AEP - PMY;Flybondi;;5134;5134
2025-04;AEP - POA;Aerolíneas Argentinas;;4263;4263
2025-04;AEP - PRA;Aerolíneas Argentinas;;3296;3296
2025-04;AEP - PRA;Flybondi;;85;85
2025-04;AEP - PSS;Aerolíneas Argentinas;;15440;15440
2025-04;AEP - PSS;Flybondi;;8915;8915
2025-04;AEP - RCU;Aerolíneas Argentinas;;1524;1524
2025-04;AEP - REC;Gol Transportes Aéreos;;2299;2299
2025-04;AEP - REL;Aerolíneas Argentinas;;17978;17978
2025-04;AEP - REL;Flybondi;;66;66
2025-04;AEP - REL;JetSMART Airlines;;354;354
2025-04;AEP - RES;Aerolíneas Argentinas;;14124;14124
2025-04;AEP - RES;Flybondi;;79;79
2025-04;AEP - RES;JetSMART Airlines;;1882;1882
2025-04;AEP - RGA;Aerolíneas Argentinas;;10140;10140
2025-04;AEP - RGA;Flybondi;;90;90
2025-04;AEP - RGL;Aerolíneas Argentinas;;13305;13305
2025-04;AEP - RGL;Flybondi;;2493;2493
2025-04;AEP - RHD;Aerolíneas Argentinas;;1134;1134
2025-04;AEP - RLO;Aerolíneas Argentinas;;560;560
2025-04;AEP - ROS;Aerolíneas Argentinas;;12617;12617
2025-04;AEP - RSA;Aerolíneas Argentinas;;3479;3479
2025-04;AEP - SCL;Aerolíneas Argentinas;;19257;19257
2025-04;AEP - SCL;American Jet;;91;91
2025-04;AEP - SCL;JetSMART Airlines;;18527;18527
2025-04;AEP - SCL;LATAM;;32988;32988
2025-04;AEP - SCL;LATAM Perú;;304;304
2025-04;AEP - SCL;Sky Airline;326;20856;21182
2025-04;AEP - SDE;Aerolíneas Argentinas;;8515;8515
2025-04;AEP - SDE;Flybondi;;6067;6067
2025-04;AEP - SFN;Aerolíneas Argentinas;;6423;6423
2025-04;AEP - SFN;American Jet;14;;14
2025-04;AEP - SLA;Aerolíneas Argentinas;;40613;40613
2025-04;AEP - SLA;Andes Líneas Aéreas;;288;288
2025-04;AEP - SLA;Flybondi;;9075;9075
2025-04;AEP - SLA;JetSMART Airlines;;20318;20318
2025-04;AEP - SSA;Aerolíneas Argentinas;;3976;3976
2025-04;AEP - SSA;Gol Transportes Aéreos;;2833;2833
2025-04;AEP - TDL;Fuerza Aérea Argentina;30;;30
2025-04;AEP - TUC;Aerolíneas Argentinas;;26426;26426
2025-04;AEP - TUC;American Jet;;50;50
2025-04;AEP - TUC;Flybondi;;11770;11770
2025-04;AEP - TUC;JetSMART Airlines;;13337;13337
2025-04;AEP - UAQ;Aerolíneas Argentinas;;10517;10517
2025-04;AEP - UAQ;Flybondi;;4587;4587
2025-04;AEP - USH;Aerolíneas Argentinas;;32467;32467
2025-04;AEP - USH;Flybondi;;3287;3287
2025-04;AEP - USH;JetSMART Airlines;;2274;2274
2025-04;AEP - VDM;Aerolíneas Argentinas;;2641;2641
2025-04;AEP - VVI;Aerolíneas Argentinas;;1752;1752
2025-04;AMS - EZE;KLM;;13045;13045
2025-04;ASU - COR;Aerolíneas Argentinas;;188;188
2025-04;ASU - COR;Amaszonas;;928;928
2025-04;ASU - EZE;JetSMART Airlines;;225;225
2025-04;ASU - JUJ;Amaszonas;;275;275
2025-04;ASU - MDZ;Amaszonas;;98;98
2025-04;ASU - SLA;Amaszonas;14;472;486
2025-04;ATL - EZE;Delta Air Lines;;15259;15259
2025-04;ATL - EZE;United Airlines;;240;240
2025-04;BCN - EZE;Flybondi;;165;165
2025-04;BCN - EZE;Iberia Airlines;;12547;12547
2025-04;BHI - BRC;LADE - Líneas Aéreas Del Estado;;270;270
2025-04;BHI - CRD;LADE - Líneas Aéreas Del Estado;17;45;62
2025-04;BHI - EZE;Aerolíneas Argentinas;;1090;1090
2025-04;BHI - MDQ;LADE - Líneas Aéreas Del Estado;105;172;277
2025-04;BHI - USH;Fuerza Aérea Argentina;19;;19
2025-04;BOG - EZE;Avianca;;27118;27118
2025-04;BOG - EZE;Copa Airlines;;160;160
2025-04;BPS - COR;Andes Líneas Aéreas;;582;582
2025-04;BPS - EZE;Aerolíneas Argentinas;;1857;1857
2025-04;BPS - EZE;Gol Transportes Aéreos;;921;921
2025-04;BRC - COR;Aerolíneas Argentinas;;3338;3338
2025-04;BRC - COR;Flybondi;;4017;4017
2025-04;BRC - COR;Fuerza Aérea Argentina;108;;108
2025-04;BRC - EZE;Aerolíneas Argentinas;;8136;8136
2025-04;BRC - EZE;Andes Líneas Aéreas;;1413;1413
2025-04;BRC - EZE;Flybondi;;6080;6080
2025-04;BRC - EZE;JetSMART Airlines;;16422;16422
2025-04;BRC - FTE;JetSMART Airlines;;180;180
2025-04;BRC - MDZ;Aerolíneas Argentinas;;1861;1861
2025-04;BRC - MVD;Aerolíneas Argentinas;;340;340
2025-04;BRC - NQN;Aerolíneas Argentinas;;75;75
2025-04;BSB - EZE;Gol Transportes Aéreos;;1695;1695
2025-04;CBB - EZE;Boliviana de Aviacion;;197;197
2025-04;CDG - EZE;Air France;;15042;15042
2025-04;CNF - EZE;Gol Transportes Aéreos;;57;57
2025-04;CNQ - EZE;Flybondi;;793;793
2025-04;COR - CRD;Aerolíneas Argentinas;;2175;2175
2025-04;COR - CRD;Fuerza Aérea Argentina;35;;35
2025-04;COR - EPA;Fuerza Aérea Argentina;143;;143
2025-04;COR - EQS;Flybondi;;88;88
2025-04;COR - EZE;Aerolíneas Argentinas;;10356;10356
2025-04;COR - EZE;Andes Líneas Aéreas;;919;919
2025-04;COR - EZE;Flybondi;;2520;2520
2025-04;COR - EZE;JetSMART Airlines;;316;316
2025-04;COR - GIG;Aerolíneas Argentinas;;3462;3462
2025-04;COR - GIG;Copa Airlines;;145;145
2025-04;COR - GIG;Gol Transportes Aéreos;;9007;9007
2025-04;COR - GRU;Gol Transportes Aéreos;;3435;3435
2025-04;COR - IGR;Aerolíneas Argentinas;;3040;3040
2025-04;COR - IGR;JetSMART Airlines;;86;86
2025-04;COR - JUJ;Aerolíneas Argentinas;;2497;2497
2025-04;COR - LIM;Aerolíneas Argentinas;;224;224
2025-04;COR - LIM;LATAM Perú;;8600;8600
2025-04;COR - MAD;Air Europa;;6315;6315
2025-04;COR - MCZ;Flybondi;;1021;1021
2025-04;COR - MDQ;Andes Líneas Aéreas;;640;640
2025-04;COR - MDQ;Fuerza Aérea Argentina;103;;103
2025-04;COR - MDZ;Aerolíneas Argentinas;;7908;7908
2025-04;COR - MDZ;JetSMART Airlines;;94;94
2025-04;COR - NQN;Aerolíneas Argentinas;;6047;6047
2025-04;COR - NQN;Flybondi;;5310;5310
2025-04;COR - PTY;Copa Airlines;;16919;16919
2025-04;COR - PUJ;Aerolíneas Argentinas;;3063;3063
2025-04;COR - REC;Gol Transportes Aéreos;;785;785
2025-04;COR - SCL;LATAM;;10025;10025
2025-04;COR - SLA;Aerolíneas Argentinas;;4230;4230
2025-04;COR - SLA;Flybondi;;3918;3918
2025-04;COR - SLA;Fuerza Aérea Argentina;19;;19
2025-04;COR - TUC;Aerolíneas Argentinas;;2531;2531
2025-04;CPC - EZE;Aerolíneas Argentinas;;632;632
2025-04;CRD - EPA;Fuerza Aérea Argentina;22;;22
2025-04;CRD - EZE;Aerolíneas Argentinas;;1727;1727
2025-04;CRD - EZE;Flybondi;;1348;1348
2025-04;CRD - FTE;LADE - Líneas Aéreas Del Estado;27;82;109
2025-04;CRD - NQN;Aerolíneas Argentinas;;3537;3537
2025-04;CRD - PMQ;LADE - Líneas Aéreas Del Estado;26;59;85
2025-04;CRD - RGL;Fuerza Aérea Argentina;64;;64
2025-04;CTC - IRJ;Aerolíneas Argentinas;;883;883
2025-04;CUN - EZE;Aerolíneas Argentinas;;9682;9682
2025-04;EOH - EZE;Avianca;;171;171
2025-04;EPA - RCQ;Fuerza Aérea Argentina;13;;13
2025-04;EPA - RGL;Fuerza Aérea Argentina;47;;47
2025-04;EPA - USH;Fuerza Aérea Argentina;39;;39
2025-04;EQS - EZE;Aerolíneas Argentinas;;584;584
2025-04;EZE - EZE;Flybondi;;93;93
2025-04;EZE - FCO;Aerolíneas Argentinas;;7705;7705
2025-04;EZE - FCO;ITA Airways;;22372;22372
2025-04;EZE - FLN;Aerolíneas Argentinas;;163;163
2025-04;EZE - FLN;Flybondi;;670;670
2025-04;EZE - FLN;Gol Transportes Aéreos;;5583;5583
2025-04;EZE - FLN;JetSMART Airlines;;50;50
2025-04;EZE - FMA;Aerolíneas Argentinas;;322;322
2025-04;EZE - FOR;Gol Transportes Aéreos;;888;888
2025-04;EZE - FRA;KLM;;281;281
2025-04;EZE - FRA;Lufthansa;;18238;18238
2025-04;EZE - FTE;Aerolíneas Argentinas;;8386;8386
2025-04;EZE - FTE;Flybondi;;3385;3385
2025-04;EZE - FTE;JetSMART Airlines;;2244;2244
2025-04;EZE - GIG;Aerolíneas Argentinas;;8323;8323
2025-04;EZE - GIG;British Airways;;10863;10863
2025-04;EZE - GIG;Emirates Airline;;10128;10128
2025-04;EZE - GIG;Flybondi;;8373;8373
2025-04;EZE - GIG;Gol Transportes Aéreos;;10785;10785
2025-04;EZE - GIG;JetSMART Airlines;;13526;13526
2025-04;EZE - GRU;Aerolíneas Argentinas;;260;260
2025-04;EZE - GRU;Air Canada;;6876;6876
2025-04;EZE - GRU;Andes Líneas Aéreas;;182;182
2025-04;EZE - GRU;British Airways;;685;685
2025-04;EZE - GRU;Ethiopian Airlines;;11470;11470
2025-04;EZE - GRU;Flybondi;;949;949
2025-04;EZE - GRU;Gol Transportes Aéreos;;1771;1771
2025-04;EZE - GRU;Lufthansa;;300;300
2025-04;EZE - GRU;Swiss International Air Lines;;3201;3201
2025-04;EZE - GRU;TAM Linhas Aéreas;;6368;6368
2025-04;EZE - GRU;Turkish Airlines;;12059;12059
2025-04;EZE - GYE;Aerolíneas Argentinas;;65;65
2025-04;EZE - GYE;Avianca;;2337;2337
2025-04;EZE - GYE;Avianca Costa Rica;;1780;1780
2025-04;EZE - GYE;LATAM Ecuador;;233;233
2025-04;EZE - IAH;United Airlines;;14469;14469
2025-04;EZE - IGR;Aerolíneas Argentinas;;11796;11796
2025-04;EZE - IGR;Flybondi;;5536;5536
2025-04;EZE - IGR;JetSMART Airlines;;13529;13529
2025-04;EZE - JFK;American Airlines;;15050;15050
2025-04;EZE - JPA;Gol Transportes Aéreos;;562;562
2025-04;EZE - JUJ;Aerolíneas Argentinas;;2212;2212
2025-04;EZE - JUJ;Flybondi;;7165;7165
2025-04;EZE - LHR;British Airways;;586;586
2025-04;EZE - LIM;Aerolíneas Argentinas;;138;138
2025-04;EZE - LIM;JetSMART Airlines;;261;261
2025-04;EZE - LIM;LATAM;;125;125
2025-04;EZE - LIM;LATAM Ecuador;;6037;6037
2025-04;EZE - LIM;LATAM Perú;;16296;16296
2025-04;EZE - LIM;Sky Airline;;1225;1225
2025-04;EZE - LUQ;Aerolíneas Argentinas;;29;29
2025-04;EZE - MAD;Aerolíneas Argentinas;;19103;19103
2025-04;EZE - MAD;Air Europa;;18366;18366
2025-04;EZE - MAD;Iberia Airlines;;48685;48685
2025-04;EZE - MCZ;Gol Transportes Aéreos;;606;606
2025-04;EZE - MDE;Avianca;;8623;8623
2025-04;EZE - MDQ;Aerolíneas Argentinas;;152;152
2025-04;EZE - MDZ;Aerolíneas Argentinas;;7404;7404
2025-04;EZE - MDZ;Andes Líneas Aéreas;;291;291
2025-04;EZE - MDZ;Flybondi;;2214;2214
2025-04;EZE - MDZ;JetSMART Airlines;;6844;6844
2025-04;EZE - MEX;Aeroméxico;;21576;21576
2025-04;EZE - MIA;Aerolíneas Argentinas;;25150;25150
2025-04;EZE - MIA;American Airlines;;29345;29345
2025-04;EZE - MIA;United Airlines;;223;223
2025-04;EZE - MVD;American Jet;38;;38
2025-04;EZE - MVD;Lufthansa;;341;341
2025-04;EZE - MVD;TAM Linhas Aéreas;;129;129
2025-04;EZE - NCJ;American Jet;;14;14
2025-04;EZE - NQN;Aerolíneas Argentinas;;4074;4074
2025-04;EZE - NQN;Flybondi;;1164;1164
2025-04;EZE - NQN;JetSMART Airlines;;1242;1242
2025-04;EZE - PMY;Aerolíneas Argentinas;;83;83
2025-04;EZE - PSS;Aerolíneas Argentinas;;1005;1005
2025-04;EZE - PSS;Flybondi;;646;646
2025-04;EZE - PTY;Copa Airlines;;36921;36921
2025-04;EZE - PUJ;Aerolíneas Argentinas;;11824;11824
2025-04;EZE - PUJ;Arajet;;9314;9314
2025-04;EZE - REC;Gol Transportes Aéreos;;524;524
2025-04;EZE - REL;Aerolíneas Argentinas;;472;472
2025-04;EZE - RES;Aerolíneas Argentinas;;750;750
2025-04;EZE - RGA;Aerolíneas Argentinas;;1036;1036
2025-04;EZE - RGA;Flybondi;;93;93
2025-04;EZE - RGL;Aerolíneas Argentinas;;148;148
2025-04;EZE - RGL;Flybondi;;416;416
2025-04;EZE - ROS;Aerolíneas Argentinas;;1529;1529
2025-04;EZE - SCL;Aerolíneas Argentinas;;292;292
2025-04;EZE - SCL;JetSMART Airlines;;1810;1810
2025-04;EZE - SCL;KLM;;10826;10826
2025-04;EZE - SCL;LATAM;;26079;26079
2025-04;EZE - SCL;Sky Airline;;8604;8604
2025-04;EZE - SDE;Aerolíneas Argentinas;;391;391
2025-04;EZE - SDE;American Jet;;25;25
2025-04;EZE - SDE;Flybondi;;138;138
2025-04;EZE - SDQ;Arajet;;177;177
2025-04;EZE - SLA;Aerolíneas Argentinas;;7440;7440
2025-04;EZE - SLA;Andes Líneas Aéreas;;360;360
2025-04;EZE - SLA;Flybondi;;6122;6122
2025-04;EZE - SLA;JetSMART Airlines;;1378;1378
2025-04;EZE - SRE;Boliviana de Aviacion;;49;49
2025-04;EZE - SSA;Andes Líneas Aéreas;;288;288
2025-04;EZE - SSA;Gol Transportes Aéreos;;636;636
2025-04;EZE - SSA;Sky Airline;;2486;2486
2025-04;EZE - TUC;Aerolíneas Argentinas;;6932;6932
2025-04;EZE - TUC;Andes Líneas Aéreas;;106;106
2025-04;EZE - TUC;Flybondi;;2043;2043
2025-04;EZE - TUC;JetSMART Airlines;;5940;5940
2025-04;EZE - UAQ;Aerolíneas Argentinas;;184;184
2025-04;EZE - UAQ;American Jet;;49;49
2025-04;EZE - UAQ;Flybondi;;256;256
2025-04;EZE - UIO;Aerolíneas Argentinas;;175;175
2025-04;EZE - UIO;Avianca;;2202;2202
2025-04;EZE - UIO;Avianca Costa Rica;;2148;2148
2025-04;EZE - USH;Aerolíneas Argentinas;;10267;10267
2025-04;EZE - USH;Flybondi;;2475;2475
2025-04;EZE - USH;JetSMART Airlines;;1329;1329
2025-04;EZE - VVI;Boliviana de Aviacion;;15582;15582
2025-04;EZE - VVI;LATAM Perú;;123;123
2025-04;FTE - PMQ;LADE - Líneas Aéreas Del Estado;;21;21
2025-04;FTE - RGL;LADE - Líneas Aéreas Del Estado;17;102;119
2025-04;FTE - USH;Aerolíneas Argentinas;;10142;10142
2025-04;FTE - USH;Flybondi;;1610;1610
2025-04;FTE - USH;LADE - Líneas Aéreas Del Estado;;12;12
2025-04;GIG - IGR;American Jet;;50;50
2025-04;GIG - PSS;American Jet;;25;25
2025-04;GIG - ROS;Aerolíneas Argentinas;;393;393
2025-04;GIG - ROS;Gol Transportes Aéreos;;4508;4508
2025-04;GRU - MDZ;Gol Transportes Aéreos;;5144;5144
2025-04;GRU - MDZ;TAM Linhas Aéreas;;4938;4938
2025-04;GRU - SLA;Aerolíneas Argentinas;;741;741
2025-04;GYE - SFN;Andes Líneas Aéreas;110;;110
2025-04;IGR - ROS;Aerolíneas Argentinas;;872;872
2025-04;IGR - SDE;American Jet;;50;50
2025-04;IGR - SLA;Aerolíneas Argentinas;;1344;1344
2025-04;JUJ - MDZ;American Jet;25;68;93
2025-04;JUJ - SLA;Aerolíneas Argentinas;;43;43
2025-04;LIM - MDZ;Aerolíneas Argentinas;;118;118
2025-04;LIM - MDZ;LATAM Perú;;5036;5036
2025-04;LIM - ROS;LATAM Perú;;3432;3432
2025-04;LIM - SLA;LATAM Perú;;5653;5653
2025-04;MDQ - MDZ;Aerolíneas Argentinas;;1432;1432
