AñoMes;CityPair_IATA;Aerolinea Nombre;Clasificacion;Comercial Av Gral;TotalPasajeros;Asientos_Pax;Vuelos;frecuencia semanal
2025-01;NQN - ZPC;;Internacional;Av. General;0;;5;1
2025-01;NVT - PSS;;Internacional;Av. General;17;0;6;1
2025-01;OES - REL;;Cabotaje;Av. General;0;;0,5;0
2025-01;ORA - RCQ;;Cabotaje;Av. General;1,5;0;0,5;0
2025-01;ORA - SLA;;Cabotaje;Av. General;8;0;5,5;1
2025-01;OYO - VDM;;Cabotaje;Av. General;0,5;;0,5;0
2025-01;PDP - PRA;;Internacional;Av. General;7;756;6;1
2025-01;PDP - PSS;;Internacional;Av. General;5;;1;0
2025-01;PDP - RES;;Internacional;Av. General;0;0;1;0
2025-01;PDP - ROS;;Internacional;Av. General;55;538;31;7
2025-01;PDP - SLA;;Internacional;Av. General;9;;3;1
2025-01;PDP - TUC;;Internacional;Av. General;4;;1;0
2025-01;PMQ - RGL;;Cabotaje;Av. General;2,5;0;0,5;0
2025-01;PMY - PMY;;Cabotaje;Av. General;0;0;52;12
2025-01;PMY - REL;;Cabotaje;Av. General;0;;2;0
2025-01;PRA - PRA;;Cabotaje;Av. General;0;0;31,5;7
2025-01;PRA - RAF;;Cabotaje;Av. General;0;;0,5;0
2025-01;PRA - RCQ;;Cabotaje;Av. General;1;0;7,5;2
2025-01;PRA - RCU;;Cabotaje;Av. General;3;0;4;1
2025-01;PRA - RES;;Cabotaje;Av. General;0;0;1,5;0
2025-01;PRA - ROS;;Cabotaje;Av. General;0;0;4,5;1
2025-01;PRA - SFN;;Cabotaje;Av. General;0;;1;0
2025-01;PRA - SLA;;Cabotaje;Av. General;0;0;2;0
2025-01;PRA - VME;;Cabotaje;Av. General;4;0;5;1
2025-01;PRQ - RES;;Cabotaje;Av. General;2,5;0;0,5;0
2025-01;PSS - PSS;;Cabotaje;Av. General;19,5;0;93,5;21
2025-01;PSS - RCQ;;Cabotaje;Av. General;0;0;0,5;0
2025-01;PSS - RES;;Cabotaje;Av. General;0;0;1,5;0
2025-01;PSS - ROS;;Cabotaje;Av. General;2;0;2,5;1
2025-01;PUQ - RGL;;Internacional;Av. General;0;;1;0
2025-01;RAF - ROS;;Cabotaje;Av. General;4;0;4;1
2025-01;RAF - SFN;;Cabotaje;Av. General;2;;1,5;0
2025-01;RCQ - RCQ;;Cabotaje;Av. General;0;0;59,5;13
2025-01;RCQ - RCU;;Cabotaje;Av. General;0;0;4,5;1
2025-01;RCQ - RES;;Cabotaje;Av. General;0;0;5;1
2025-01;RCQ - ROS;;Cabotaje;Av. General;2;0;2,5;1
2025-01;RCQ - SLA;;Cabotaje;Av. General;14,5;65;1;0
2025-01;RCU - SFN;;Cabotaje;Av. General;0;0;1,5;0
2025-01;RCU - TDL;;Cabotaje;Av. General;2;0;0,5;0
2025-01;RCU - VDR;;Cabotaje;Av. General;0;;0,5;0
2025-01;RCU - VMA;;Cabotaje;Av. General;0;;1;0
2025-01;RCU - VME;;Cabotaje;Av. General;3,5;0;2,5;1
2025-01;REL - REL;;Cabotaje;Av. General;0;;37,5;8
2025-01;REL - RGA;;Cabotaje;Av. General;2;;0,5;0
2025-01;REL - RGL;;Cabotaje;Av. General;0;0;0,5;0
2025-01;REL - TDL;;Cabotaje;Av. General;0;0;0,5;0
2025-01;REL - VDM;;Cabotaje;Av. General;0;0;1,5;0
2025-01;RES - RES;;Cabotaje;Av. General;0;0;5;1
2025-01;RES - RLO;;Cabotaje;Av. General;9;33;0,5;0
2025-01;RES - SLA;;Cabotaje;Av. General;1;0;4;1
2025-01;RES - TUC;;Cabotaje;Av. General;0;0;0,5;0
2025-01;RGA - RGA;;Cabotaje;Av. General;0;;38,5;9
2025-01;RGA - RGL;;Cabotaje;Av. General;0;279;10;2
2025-01;RGA - RZA;;Cabotaje;Av. General;0;;0,5;0
2025-01;RGA - USH;;Cabotaje;Av. General;0;0;9;2
2025-01;RGL - RGL;;Cabotaje;Av. General;0;93;9,5;2
2025-01;RGL - ULA;;Cabotaje;Av. General;0;186;2;0
2025-01;RGL - USH;;Cabotaje;Av. General;0;;1;0
2025-01;RHD - SDE;;Cabotaje;Av. General;1,5;0;2,5;1
2025-01;RHD - SLA;;Cabotaje;Av. General;0;;0,5;0
2025-01;RHD - TUC;;Cabotaje;Av. General;0;0;1;0
2025-01;ROS - ROS;;Cabotaje;Av. General;14,5;0;64;14
2025-01;ROS - RSA;;Cabotaje;Av. General;0;0;1;0
2025-01;ROS - SDE;;Cabotaje;Av. General;1,5;0;1;0
2025-01;ROS - SFN;;Cabotaje;Av. General;5;;7,5;2
2025-01;ROS - SLA;;Cabotaje;Av. General;1,5;;1,5;0
2025-01;ROS - TUC;;Cabotaje;Av. General;6,5;378;2,5;1
2025-01;ROS - VLG;;Cabotaje;Av. General;3;0;8;2
2025-01;ROS - VVI;;Internacional;Av. General;1;0;1;0
2025-01;RSA - RSA;;Cabotaje;Av. General;11;;11;2
2025-01;RSA - SFN;;Cabotaje;Av. General;1;;0,5;0
2025-01;SCL - SLA;;Internacional;Av. General;0;0;1;0
2025-01;SDE - SDE;;Cabotaje;Av. General;14;0;38;9
2025-01;SDE - SLA;;Cabotaje;Av. General;0;;0,5;0
2025-01;SDE - TUC;;Cabotaje;Av. General;10,5;0;9,5;2
2025-01;SDE - UAQ;;Cabotaje;Av. General;3;0;1;0
2025-01;SDE - VDR;;Cabotaje;Av. General;0,5;;0,5;0
2025-01;SFN - SFN;;Cabotaje;Av. General;0;0;67,5;15
2025-01;SFN - SLA;;Cabotaje;Av. General;0;0;1;0
2025-01;SID - USH;;Internacional;Av. General;5;;1;0
2025-01;SLA - SLA;;Cabotaje;Av. General;10,5;57;24;5
2025-01;SLA - TTG;;Cabotaje;Av. General;7;0;4,5;1
2025-01;SLA - TUC;;Cabotaje;Av. General;3;0;5,5;1
2025-01;SLA - UAQ;;Cabotaje;Av. General;1;0;1;0
2025-01;TDL - VME;;Cabotaje;Av. General;0;0;1;0
2025-01;TUC - TUC;;Cabotaje;Av. General;65,5;0;25;6
2025-01;UAQ - UAQ;;Cabotaje;Av. General;0;0;1;0
2025-01;UAQ - VDR;;Cabotaje;Av. General;2;;0,5;0
2025-01;USH - USH;;Cabotaje;Av. General;0;0;11;2
2025-01;USH - VDM;;Cabotaje;Av. General;0;;0,5;0
2025-01;VDM - VDM;;Cabotaje;Av. General;0;;5;1
2025-01;VME - VME;;Cabotaje;Av. General;0;0;7;2
2025-01;AEP - AFA;;Cabotaje;Comercial;88,5;96;1;0
2025-01;AEP - AGT;;Internacional;Comercial;2;0;2;0
2025-01;AEP - ASU;;Internacional;Comercial;2;;1;0
2025-01;AEP - BRC;;Cabotaje;Comercial;87,5;85;4,5;1
2025-01;AEP - CNQ;;Cabotaje;Comercial;2;0;1;0
2025-01;AEP - COR;;Cabotaje;Comercial;5;0;3;1
2025-01;AEP - CPC;;Cabotaje;Comercial;11,5;95;1,5;0
2025-01;AEP - CTC;;Cabotaje;Comercial;12;0;3;1
2025-01;AEP - EPA;;Cabotaje;Comercial;0;22;0,5;0
2025-01;AEP - EQS;;Cabotaje;Comercial;6;0;1,5;0
2025-01;AEP - EZE;;Cabotaje;Comercial;0;378;10;2
2025-01;AEP - FDO;;Cabotaje;Comercial;0,5;189;11;2
2025-01;AEP - FTE;;Cabotaje;Comercial;5;0;1;0
2025-01;AEP - LPG;;Cabotaje;Comercial;0;;0,5;0
2025-01;AEP - LUQ;;Cabotaje;Comercial;3,5;0;1;0
2025-01;AEP - MDQ;;Cabotaje;Comercial;52;48;9;2
2025-01;AEP - MDZ;;Cabotaje;Comercial;6,5;0;3;1
2025-01;AEP - MVD;;Internacional;Comercial;9;0;4;1
2025-01;AEP - NQN;;Cabotaje;Comercial;6;0;3;1
2025-01;AEP - PDP;;Internacional;Comercial;70;0;26;6
2025-01;AEP - PRA;;Cabotaje;Comercial;2,5;0;2;0
2025-01;AEP - PSS;;Cabotaje;Comercial;44;0;1,5;0
2025-01;AEP - RAF;;Cabotaje;Comercial;0;0;0,5;0
2025-01;AEP - RES;;Cabotaje;Comercial;51,5;48;2;0
2025-01;AEP - RGL;;Cabotaje;Comercial;4;0;2;0
2025-01;AEP - ROS;;Cabotaje;Comercial;8,5;0;4;1
2025-01;AEP - RSA;;Cabotaje;Comercial;4;;2,5;1
2025-01;AEP - SDE;;Cabotaje;Comercial;5;0;1,5;0
2025-01;AEP - SFN;;Cabotaje;Comercial;1;;0,5;0
2025-01;AEP - SLA;;Cabotaje;Comercial;20,5;0;4;1
2025-01;AEP - TUC;;Cabotaje;Comercial;8;0;2,5;1
2025-01;AEP - ULA;;Cabotaje;Comercial;2;0;0,5;0
2025-01;AEP - VLG;;Cabotaje;Comercial;6;0;2,5;1
2025-01;AEP - VVI;;Internacional;Comercial;0;0;1;0
2025-01;AFA - AFA;;Cabotaje;Comercial;0;0;0,5;0
2025-01;AFA - MDZ;;Cabotaje;Comercial;0;;0,5;0
2025-01;ASU - COR;;Internacional;Comercial;7;0;2;0
2025-01;ASU - FDO;;Internacional;Comercial;0;0;1;0
2025-01;BHI - BRC;;Cabotaje;Comercial;19,5;22;0,5;0
2025-01;BHI - EZE;;Cabotaje;Comercial;2,5;0;1;0
2025-01;BHI - FDO;;Cabotaje;Comercial;1;0;1,5;0
2025-01;BHI - LPG;;Cabotaje;Comercial;3;;0,5;0
2025-01;BHI - MDQ;;Cabotaje;Comercial;14;22;0,5;0
2025-01;BHI - NQN;;Cabotaje;Comercial;0;;0,5;0
2025-01;BHI - OYO;;Cabotaje;Comercial;2;;1;0
2025-01;BHI - PMY;;Cabotaje;Comercial;0;0;0,5;0
2025-01;BHI - REL;;Cabotaje;Comercial;0;0;1;0
2025-01;BRC - BRC;;Cabotaje;Comercial;0;;5;1
2025-01;BRC - CPC;;Cabotaje;Comercial;4,5;284;5;1
2025-01;BRC - EHL;;Cabotaje;Comercial;0,5;0;1;0
2025-01;BRC - EMX;;Cabotaje;Comercial;1,5;;0,5;0
2025-01;BRC - EQS;;Cabotaje;Comercial;0;0;2;0
2025-01;BRC - EZE;;Cabotaje;Comercial;4;0;0,5;0
2025-01;BRC - FDO;;Cabotaje;Comercial;64;482;27;6
2025-01;BRC - FTE;;Cabotaje;Comercial;8,5;0;3;1
2025-01;BRC - HOS;;Cabotaje;Comercial;1;;0,5;0
2025-01;BRC - IGR;;Cabotaje;Comercial;1;;0,5;0
2025-01;BRC - MDQ;;Cabotaje;Comercial;7,5;0;1,5;0
2025-01;BRC - MDZ;;Cabotaje;Comercial;2;;0,5;0
2025-01;BRC - NQN;;Cabotaje;Comercial;13;41;9;2
2025-01;BRC - PDP;;Internacional;Comercial;4;0;4;1
2025-01;BRC - PMC;;Internacional;Comercial;8;0;5;1
2025-01;BRC - PMY;;Cabotaje;Comercial;3;0;1;0
2025-01;BRC - PNT;;Internacional;Comercial;1;0;1;0
2025-01;BRC - RGA;;Cabotaje;Comercial;3;0;0,5;0
2025-01;BRC - RLO;;Cabotaje;Comercial;1;;0,5;0
2025-01;BRC - SCL;;Internacional;Comercial;1;0;1;0
2025-01;BRC - SDE;;Cabotaje;Comercial;3;;0,5;0
2025-01;BRC - SFN;;Cabotaje;Comercial;93,5;284;1,5;0
2025-01;BRC - USH;;Cabotaje;Comercial;8;0;2,5;1
2025-01;CNQ - COR;;Cabotaje;Comercial;1;0;0,5;0
2025-01;CNQ - FDO;;Cabotaje;Comercial;3,5;0;1,5;0
2025-01;CNQ - MDQ;;Cabotaje;Comercial;3;;1;0
2025-01;COR - COR;;Cabotaje;Comercial;1;0;1;0
2025-01;COR - CTC;;Cabotaje;Comercial;1;0;1,5;0
2025-01;COR - EZE;;Cabotaje;Comercial;12,5;0;2,5;1
2025-01;COR - FDO;;Cabotaje;Comercial;4,5;48;4,5;1
2025-01;COR - FTE;;Cabotaje;Comercial;0;0;0,5;0
2025-01;COR - IRJ;;Cabotaje;Comercial;0;0;1;0
2025-01;COR - LCM;;Cabotaje;Comercial;4;0;1;0
2025-01;COR - PDP;;Internacional;Comercial;13;0;9;2
2025-01;COR - PSS;;Cabotaje;Comercial;0,5;0;0,5;0
2025-01;COR - RLO;;Cabotaje;Comercial;0;;0,5;0
2025-01;COR - ROS;;Cabotaje;Comercial;6,5;;1,5;0
2025-01;COR - SLA;;Cabotaje;Comercial;0;;0,5;0
2025-01;COR - UAQ;;Cabotaje;Comercial;3;0;0,5;0
2025-01;COR - VMA;;Cabotaje;Comercial;0;0;1;0
2025-01;CPC - CPC;;Cabotaje;Comercial;0;0;14,5;3
2025-01;CPC - CUT;;Cabotaje;Comercial;1,5;;0,5;0
2025-01;CPC - EQS;;Cabotaje;Comercial;4;;1;0
2025-01;CPC - EZE;;Cabotaje;Comercial;12,5;0;4;1
2025-01;CPC - FDO;;Cabotaje;Comercial;9,5;284;9;2
2025-01;CPC - MDQ;;Cabotaje;Comercial;1,5;;1;0
2025-01;CPC - MDZ;;Cabotaje;Comercial;0;;0,5;0
2025-01;CPC - NQN;;Cabotaje;Comercial;2,5;;3;1
2025-01;CPC - PDP;;Internacional;Comercial;7;189;1;0
2025-01;CPC - RSA;;Cabotaje;Comercial;1,5;;1;0
2025-01;CRD - EHL;;Cabotaje;Comercial;0;0;1;0
2025-01;CRD - FDO;;Cabotaje;Comercial;5;0;3;1
2025-01;CRD - FTE;;Cabotaje;Comercial;0;0;1;0
2025-01;CRD - NQN;;Cabotaje;Comercial;1;0;0,5;0
2025-01;CRD - REL;;Cabotaje;Comercial;0;0;1,5;0
2025-01;CRD - RGL;;Cabotaje;Comercial;3,5;0;1;0
2025-01;CRD - RZA;;Cabotaje;Comercial;2;0;1,5;0
2025-01;CRD - USH;;Cabotaje;Comercial;0,5;0;0,5;0
2025-01;CTC - FDO;;Cabotaje;Comercial;5,5;0;4,5;1
2025-01;CTC - IRJ;;Cabotaje;Comercial;0;0;0,5;0
2025-01;CTC - RAF;;Cabotaje;Comercial;0;0;0,5;0
2025-01;CTC - SDE;;Cabotaje;Comercial;0;;0,5;0
2025-01;CTC - SLA;;Cabotaje;Comercial;17,5;19;4,5;1
2025-01;CTC - UAQ;;Cabotaje;Comercial;0;0;0,5;0
2025-01;EHL - EZE;;Cabotaje;Comercial;2,5;0;0,5;0
2025-01;ELO - IGR;;Cabotaje;Comercial;0;;1;0
2025-01;EPA - EPA;;Cabotaje;Comercial;0;0;4,5;1
2025-01;EPA - FDO;;Cabotaje;Comercial;0;0;0,5;0
2025-01;EPA - MOR;;Cabotaje;Comercial;0;0;9;2
2025-01;EQS - EZE;;Cabotaje;Comercial;4;0;1;0
2025-01;EQS - FDO;;Cabotaje;Comercial;0;0;1;0
2025-01;EZE - FDO;;Cabotaje;Comercial;6;787;21;5
2025-01;EZE - FTE;;Cabotaje;Comercial;12;0;1,5;0
2025-01;EZE - IGR;;Cabotaje;Comercial;4,5;189;2;0
2025-01;EZE - MDQ;;Cabotaje;Comercial;5,5;0;2,5;1
2025-01;EZE - MDZ;;Cabotaje;Comercial;14;95;3,5;1
2025-01;EZE - MOR;;Cabotaje;Comercial;0;;0,5;0
2025-01;EZE - MVD;;Internacional;Comercial;10;0;3;1
2025-01;EZE - NQN;;Cabotaje;Comercial;0,5;0;0,5;0
2025-01;EZE - PDP;;Internacional;Comercial;34;189;17;4
2025-01;EZE - PDU;;Internacional;Comercial;2;;1;0
2025-01;EZE - PMY;;Cabotaje;Comercial;4;0;1;0
2025-01;EZE - RAF;;Cabotaje;Comercial;4;0;2;0
2025-01;EZE - ROS;;Cabotaje;Comercial;7;0;2,5;1
2025-01;EZE - RSA;;Cabotaje;Comercial;0,5;;0,5;0
2025-01;EZE - TDL;;Cabotaje;Comercial;1;0;0,5;0
2025-01;EZE - TUC;;Cabotaje;Comercial;4;;1;0
2025-01;EZE - USH;;Cabotaje;Comercial;4;189;1;0
2025-01;FDO - FDO;;Cabotaje;Comercial;1;0;11;2
2025-01;FDO - FMA;;Cabotaje;Comercial;10;0;4;1
2025-01;FDO - FTE;;Cabotaje;Comercial;14;0;6;1
2025-01;FDO - GIG;;Internacional;Comercial;0;0;3;1
2025-01;FDO - GPO;;Cabotaje;Comercial;0;0;0,5;0
2025-01;FDO - GRU;;Internacional;Comercial;3;0;3;1
2025-01;FDO - IGR;;Cabotaje;Comercial;29,5;19;6,5;1
2025-01;FDO - IRJ;;Cabotaje;Comercial;1;0;0,5;0
2025-01;FDO - JNI;;Cabotaje;Comercial;1;135;1,5;0
2025-01;FDO - JUJ;;Cabotaje;Comercial;3;;1;0
2025-01;FDO - LPG;;Cabotaje;Comercial;0;0;0,5;0
2025-01;FDO - LUQ;;Cabotaje;Comercial;0;;1;0
2025-01;FDO - MDQ;;Cabotaje;Comercial;43;460;23;5
2025-01;FDO - MDZ;;Cabotaje;Comercial;11,5;95;7,5;2
2025-01;FDO - MJR;;Cabotaje;Comercial;0;;0,5;0
2025-01;FDO - MOR;;Cabotaje;Comercial;0;;1;0
2025-01;FDO - MVD;;Internacional;Comercial;0;189;5;1
2025-01;FDO - NEC;;Cabotaje;Comercial;2;0;0,5;0
2025-01;FDO - NQN;;Cabotaje;Comercial;8;0;3,5;1
2025-01;FDO - PDP;;Internacional;Comercial;150;2711;113;26
2025-01;FDO - PMQ;;Cabotaje;Comercial;2,5;0;1,5;0
2025-01;FDO - PNT;;Internacional;Comercial;0;;1;0
2025-01;FDO - PRA;;Cabotaje;Comercial;2;0;2,5;1
2025-01;FDO - PSS;;Cabotaje;Comercial;2,5;0;3;1
2025-01;FDO - RAF;;Cabotaje;Comercial;0,5;0;2;0
2025-01;FDO - RCU;;Cabotaje;Comercial;1,5;0;0,5;0
2025-01;FDO - RES;;Cabotaje;Comercial;3;0;1;0
2025-01;FDO - RGA;;Cabotaje;Comercial;3;186;2;0
2025-01;FDO - RGL;;Cabotaje;Comercial;11;0;5;1
2025-01;FDO - RHD;;Cabotaje;Comercial;0,5;;1;0
2025-01;FDO - ROS;;Cabotaje;Comercial;1,5;0;6;1
2025-01;FDO - SCL;;Internacional;Comercial;0;0;2;0
2025-01;FDO - SDE;;Cabotaje;Comercial;3;0;1;0
2025-01;FDO - SFN;;Cabotaje;Comercial;3;0;2;0
2025-01;FDO - SLA;;Cabotaje;Comercial;34,5;284;11,5;3
2025-01;FDO - SSA;;Internacional;Comercial;0;0;2;0
2025-01;FDO - SXM;;Internacional;Comercial;0;;1;0
2025-01;FDO - TDL;;Cabotaje;Comercial;1;0;1;0
2025-01;FDO - TUC;;Cabotaje;Comercial;7,5;189;3;1
2025-01;FDO - USH;;Cabotaje;Comercial;2,5;467;3;1
2025-01;FDO - VCP;;Internacional;Comercial;0;0;1;0
2025-01;FDO - VDM;;Cabotaje;Comercial;11;;2;0
2025-01;FLL - ROS;;Internacional;Comercial;9;0;1;0
2025-01;FTE - FTE;;Cabotaje;Comercial;9;;13,5;3
2025-01;FTE - MDZ;;Cabotaje;Comercial;7,5;0;1,5;0
2025-01;FTE - PNT;;Internacional;Comercial;12;0;2;0
2025-01;FTE - RGA;;Cabotaje;Comercial;8;0;2;0
2025-01;FTE - RGL;;Cabotaje;Comercial;1;0;4;1
2025-01;FTE - USH;;Cabotaje;Comercial;9;0;1;0
2025-01;GIG - PRA;;Internacional;Comercial;1;0;1;0
2025-01;GPO - GPO;;Cabotaje;Comercial;0;;2;0
2025-01;GYE - MDZ;;Internacional;Comercial;6;;1;0
2025-01;GYE - SLA;;Internacional;Comercial;1;0;2;0
2025-01;GYE - TUC;;Internacional;Comercial;3;0;1;0
2025-01;IGR - IGR;;Cabotaje;Comercial;0;;1;0
2025-01;IGR - MAD;;Internacional;Comercial;2;;1;0
2025-01;IGR - MDZ;;Cabotaje;Comercial;12;;1;0
2025-01;IGR - PSS;;Cabotaje;Comercial;2;0;3,5;1
2025-01;IGR - SCL;;Internacional;Comercial;3;;1;0
2025-01;IRJ - SLA;;Cabotaje;Comercial;0;;0,5;0
2025-01;LGS - LGS;;Cabotaje;Comercial;0;;0,5;0
2025-01;LPG - MDQ;;Cabotaje;Comercial;5;;7;2
2025-01;LPG - MOR;;Cabotaje;Comercial;0;;0,5;0
2025-01;LUQ - NQN;;Cabotaje;Comercial;0;;1;0
2025-01;MDQ - MDQ;;Cabotaje;Comercial;1;;8,5;2
2025-01;MDQ - MDZ;;Cabotaje;Comercial;13,5;;4,5;1
2025-01;MDQ - MJR;;Cabotaje;Comercial;0;;0,5;0
2025-01;MDQ - MOR;;Cabotaje;Comercial;2;0;8,5;2
2025-01;MDQ - NEC;;Cabotaje;Comercial;0,5;;1;0
2025-01;MDQ - NQN;;Cabotaje;Comercial;2,5;;1;0
2025-01;MDQ - PDP;;Internacional;Comercial;51;378;11;2
2025-01;MDQ - SCL;;Internacional;Comercial;4;0;1;0
2025-01;MDQ - SST;;Cabotaje;Comercial;0;;0,5;0
2025-01;MDQ - TDL;;Cabotaje;Comercial;0;;0,5;0
2025-01;MDX - SLA;;Cabotaje;Comercial;0;0;0,5;0
2025-01;MDZ - MDZ;;Cabotaje;Comercial;1;;1,5;0
2025-01;MDZ - NQN;;Cabotaje;Comercial;8;0;1,5;0
2025-01;MDZ - PDP;;Internacional;Comercial;8;;1;0
2025-01;MDZ - PSS;;Cabotaje;Comercial;1;0;1;0
2025-01;MDZ - SCL;;Internacional;Comercial;2;;3;1
2025-01;MDZ - SLA;;Cabotaje;Comercial;82;93;0,5;0
2025-01;MOR - MOR;;Cabotaje;Comercial;0;;0,5;0
2025-01;MOR - OVR;;Cabotaje;Comercial;0;;0,5;0
2025-01;MOR - VDM;;Cabotaje;Comercial;4;;1;0
2025-01;NQN - PDP;;Internacional;Comercial;5;0;2;0
2025-01;NQN - PMY;;Cabotaje;Comercial;0;;0,5;0
2025-01;NQN - PSS;;Cabotaje;Comercial;0;0;0,5;0
2025-01;NQN - RSA;;Cabotaje;Comercial;0;;0,5;0
2025-01;NQN - USH;;Cabotaje;Comercial;5;0;1;0
2025-01;ORA - SLA;;Cabotaje;Comercial;3;0;1;0
2025-01;PDP - RHD;;Internacional;Comercial;4;;1;0
2025-01;PDP - ROS;;Internacional;Comercial;3;;2;0
2025-01;PMQ - RGL;;Cabotaje;Comercial;2,5;0;0,5;0
2025-01;PMY - PMY;;Cabotaje;Comercial;0;0;15;3
2025-01;PMY - REL;;Cabotaje;Comercial;0;;1;0
2025-01;PRA - PRA;;Cabotaje;Comercial;0;;0,5;0
2025-01;PRA - ROS;;Cabotaje;Comercial;0;;0,5;0
2025-01;PRA - SFN;;Cabotaje;Comercial;0;;0,5;0
2025-01;PSS - PSS;;Cabotaje;Comercial;0;0;2;0
2025-01;PSS - ROS;;Cabotaje;Comercial;1;0;0,5;0
2025-01;PSS - SFN;;Cabotaje;Comercial;2;0;1,5;0
2025-01;REL - RGL;;Cabotaje;Comercial;0;;0,5;0
2025-01;RES - TUC;;Cabotaje;Comercial;1;0;0,5;0
2025-01;RGA - RGA;;Cabotaje;Comercial;0;;1;0
2025-01;RGA - RGL;;Cabotaje;Comercial;0;0;1;0
2025-01;RGA - USH;;Cabotaje;Comercial;0;85;1,5;0
2025-01;RGL - RGL;;Cabotaje;Comercial;0;;2;0
2025-01;RHD - RHD;;Cabotaje;Comercial;0;0;2;0
2025-01;RHD - SDE;;Cabotaje;Comercial;0;0;0,5;0
2025-01;ROS - ROS;;Cabotaje;Comercial;1;0;2;0
2025-01;ROS - TUC;;Cabotaje;Comercial;1,5;0;1,5;0
2025-01;SDE - SDE;;Cabotaje;Comercial;0;0;0,5;0
2025-01;SDE - TUC;;Cabotaje;Comercial;0;;0,5;0
2025-01;SFN - SFN;;Cabotaje;Comercial;0;;0,5;0
2025-01;SLA - SLA;;Cabotaje;Comercial;13;0;4;1
2025-01;SLA - TTG;;Cabotaje;Comercial;7;0;3;1
2025-01;SLA - TUC;;Cabotaje;Comercial;3,5;;1,5;0
2025-01;TUC - TUC;;Cabotaje;Comercial;3,5;;2;0
2025-01;VDM - VDM;;Cabotaje;Comercial;0;;9,5;2
2025-01;MDZ - RLO;Aerocardal;Cabotaje;Av. General;1;;0,5;0
2025-01;MDZ - SCL;Aerocardal;Internacional;Av. General;3;;3;1
2025-01;AEP - AEP;Aerolineas Argentinas;Cabotaje;Comercial;0;298;2;0
2025-01;AEP - AFA;Aerolineas Argentinas;Cabotaje;Comercial;5034,5;5952;62;14
2025-01;AEP - AGT;Aerolineas Argentinas;Internacional;Comercial;118;384;4;1
2025-01;AEP - ASU;Aerolineas Argentinas;Internacional;Comercial;7546;9222;85;19
2025-01;AEP - BHI;Aerolineas Argentinas;Cabotaje;Comercial;15590;18405;183;41
2025-01;AEP - BOG;Aerolineas Argentinas;Internacional;Comercial;5684;6784;53;12
2025-01;AEP - BPS;Aerolineas Argentinas;Internacional;Comercial;2709;3216;18;4
2025-01;AEP - BRC;Aerolineas Argentinas;Cabotaje;Comercial;83665;92926;552,5;125
2025-01;AEP - BSB;Aerolineas Argentinas;Internacional;Comercial;1116;1380;8;2
2025-01;AEP - CNQ;Aerolineas Argentinas;Cabotaje;Comercial;5818;6996;70,5;16
2025-01;AEP - COR;Aerolineas Argentinas;Cabotaje;Comercial;54768,5;66818;509;115
2025-01;AEP - CPC;Aerolineas Argentinas;Cabotaje;Comercial;19666;23531;144,5;33
2025-01;AEP - CRD;Aerolineas Argentinas;Cabotaje;Comercial;24489;28677;246,5;56
2025-01;AEP - CTC;Aerolineas Argentinas;Cabotaje;Comercial;4716;5797;60;14
2025-01;AEP - CWB;Aerolineas Argentinas;Internacional;Comercial;5159;6784;40;9
2025-01;AEP - EQS;Aerolineas Argentinas;Cabotaje;Comercial;8275,5;9307;57,5;13
2025-01;AEP - EZE;Aerolineas Argentinas;Cabotaje;Comercial;40;8090;52,5;12
2025-01;AEP - FLN;Aerolineas Argentinas;Internacional;Comercial;25573;30060;176;40
2025-01;AEP - FMA;Aerolineas Argentinas;Cabotaje;Comercial;5973,5;6672;69,5;16
2025-01;AEP - FTE;Aerolineas Argentinas;Cabotaje;Comercial;40573,5;44233;258;58
2025-01;AEP - GIG;Aerolineas Argentinas;Internacional;Comercial;45350;50651;293;66
2025-01;AEP - GRU;Aerolineas Argentinas;Internacional;Comercial;27118;34562;203;46
2025-01;AEP - IGR;Aerolineas Argentinas;Cabotaje;Comercial;47734,5;53942;359,5;81
2025-01;AEP - IRJ;Aerolineas Argentinas;Cabotaje;Comercial;4399,5;5472;57;13
2025-01;AEP - JUJ;Aerolineas Argentinas;Cabotaje;Comercial;16118;18304;160,5;36
2025-01;AEP - LIM;Aerolineas Argentinas;Internacional;Comercial;7832;9350;54;12
2025-01;AEP - LUQ;Aerolineas Argentinas;Cabotaje;Comercial;4493,5;5760;60;14
2025-01;AEP - MDQ;Aerolineas Argentinas;Cabotaje;Comercial;30709,5;33585;264;60
2025-01;AEP - MDZ;Aerolineas Argentinas;Cabotaje;Comercial;42375;49928;429,5;97
2025-01;AEP - MVD;Aerolineas Argentinas;Internacional;Comercial;11912;15449;122;28
2025-01;AEP - NQN;Aerolineas Argentinas;Cabotaje;Comercial;32197,5;37245;258,5;58
2025-01;AEP - PDP;Aerolineas Argentinas;Internacional;Comercial;22290;28426;207;47
2025-01;AEP - PMY;Aerolineas Argentinas;Cabotaje;Comercial;6096;6638;46,5;11
2025-01;AEP - PRA;Aerolineas Argentinas;Cabotaje;Comercial;3263;4224;44;10
2025-01;AEP - PSS;Aerolineas Argentinas;Cabotaje;Comercial;11419;13246;133;30
2025-01;AEP - RCU;Aerolineas Argentinas;Cabotaje;Comercial;437,5;720;7,5;2
2025-01;AEP - REL;Aerolineas Argentinas;Cabotaje;Comercial;19136,5;21880;142,5;32
2025-01;AEP - RES;Aerolineas Argentinas;Cabotaje;Comercial;10548;11986;123,5;28
