AñoMes;CityPair_IATA;Aerolinea Nombre;Clasificacion;Comercial Av Gral;TotalPasajeros;Asientos_Pax;Vuelos;frecuencia semanal
2025-06;AEP - MDQ;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;33,5;147;2;0
2025-06;BHI - BRC;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;185,5;267;4,5;1
2025-06;BHI - CRD;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;103,5;576;6;1
2025-06;BHI - MDQ;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;252;587;7,5;2
2025-06;CRD - FTE;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;145;278;7,5;2
2025-06;CRD - PMQ;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;59;148;4;1
2025-06;FTE - PMQ;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;101;204;5,5;1
2025-06;FTE - RGL;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;268;611;16,5;4
2025-06;FTE - USH;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;45;130;3,5;1
2025-06;PMQ - RGL;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;10;19;0,5;0
2025-06;RGA - RGL;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;137,5;326;19;4
2025-06;RGA - USH;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;97,5;280;16;4
2025-06;RGL - USH;LADE - Lineas Aereas Del Estado;Cabotaje;Comercial;269,5;637;23;5
2025-06;EZE - FLL;LATAM;Internacional;Av. General;4;;2;0
2025-06;AEP - GRU;LATAM;Internacional;Comercial;64;162;1;0
2025-06;AEP - MVD;LATAM;Internacional;Comercial;168;168;1;0
2025-06;AEP - SCL;LATAM;Internacional;Comercial;32166;41974;227;53
2025-06;BOG - EZE;LATAM;Internacional;Comercial;0;221;2;0
2025-06;BSB - EZE;LATAM;Internacional;Comercial;0;0;1;0
2025-06;COR - SCL;LATAM;Internacional;Comercial;11062;14964;70;16
2025-06;EZE - LIM;LATAM;Internacional;Comercial;0;0;4;1
2025-06;EZE - MIA;LATAM;Internacional;Comercial;0;0;13;3
2025-06;EZE - MVD;LATAM;Internacional;Comercial;93;778;13;3
2025-06;EZE - SCL;LATAM;Internacional;Comercial;22621;31416;182;42
2025-06;EZE - SID;LATAM;Internacional;Comercial;0;221;2;0
2025-06;EZE - TLC;LATAM;Internacional;Comercial;3;;1;0
2025-06;EZE - UIO;LATAM;Internacional;Comercial;0;0;9;2
2025-06;EZE - VCP;LATAM;Internacional;Comercial;0;0;1;0
2025-06;MDZ - SCL;LATAM;Internacional;Comercial;12748;14448;86;20
2025-06;MPN - RGL;LATAM;Cabotaje;Comercial;56;342;2;0
2025-06;PUQ - RGL;LATAM;Internacional;Comercial;56;342;2;0
2025-06;ASU - EZE;LATAM Cargo Uruguay;Internacional;Comercial;0;0;71;17
2025-06;EZE - MVD;LATAM Cargo Uruguay;Internacional;Comercial;0;0;95;22
2025-06;EZE - GYE;LATAM Ecuador;Internacional;Comercial;92;144;1;0
2025-06;EZE - LIM;LATAM Ecuador;Internacional;Comercial;5725;7776;54;13
2025-06;AEP - LIM;LATAM Peru;Internacional;Comercial;14852;19494;117;27
2025-06;AEP - SCL;LATAM Peru;Internacional;Comercial;111;174;1;0
2025-06;COR - LIM;LATAM Peru;Internacional;Comercial;8434;9696;58;14
2025-06;EZE - LIM;LATAM Peru;Internacional;Comercial;14094;18888;114;27
2025-06;EZE - MVD;LATAM Peru;Internacional;Comercial;171;174;1;0
2025-06;EZE - ROS;LATAM Peru;Cabotaje;Comercial;72,5;87;0,5;0
2025-06;LIM - MDZ;LATAM Peru;Internacional;Comercial;5410;6630;41;10
2025-06;LIM - ROS;LATAM Peru;Internacional;Comercial;2915;3870;23;5
2025-06;LIM - SLA;LATAM Peru;Internacional;Comercial;4962;6756;40;9
2025-06;AMS - EZE;Lufthansa;Internacional;Comercial;352;364;1;0
2025-06;EZE - FRA;Lufthansa;Internacional;Comercial;18338;20798;57;13
2025-06;EZE - GRU;Lufthansa;Internacional;Comercial;346;364;1;0
2025-06;EZE - FRA;Lufthansa Cargo;Internacional;Comercial;9;0;10;2
2025-06;EZE - MVD;Lufthansa Cargo;Internacional;Comercial;4;0;9;2
2025-06;EZE - VCP;Lufthansa Cargo;Internacional;Comercial;0;0;3;1
2025-06;AEP - AFA;;Cabotaje;Av. General;2;0;2;0
2025-06;AEP - ASU;;Internacional;Av. General;1;;1;0
2025-06;AEP - BCN;;Internacional;Av. General;3;0;1;0
2025-06;AEP - BRC;;Cabotaje;Av. General;4;0;0,5;0
2025-06;AEP - CNQ;;Cabotaje;Av. General;1,5;0;1;0
2025-06;AEP - COR;;Cabotaje;Av. General;6;0;1;0
2025-06;AEP - CRD;;Cabotaje;Av. General;7;0;1;0
2025-06;AEP - CTC;;Cabotaje;Av. General;5;0;1;0
2025-06;AEP - EZE;;Cabotaje;Av. General;0;;0,5;0
2025-06;AEP - FDO;;Cabotaje;Av. General;0;0;1,5;0
2025-06;AEP - FLL;;Internacional;Av. General;20;0;2;0
2025-06;AEP - FXE;;Internacional;Av. General;0;;1;0
2025-06;AEP - GRU;;Internacional;Av. General;0;;1;0
2025-06;AEP - GYE;;Internacional;Av. General;11;0;1;0
2025-06;AEP - IGR;;Cabotaje;Av. General;2,5;0;0,5;0
2025-06;AEP - JUJ;;Cabotaje;Av. General;5;0;1;0
2025-06;AEP - LPG;;Cabotaje;Av. General;2;0;1;0
2025-06;AEP - MDQ;;Cabotaje;Av. General;2,5;0;1,5;0
2025-06;AEP - MVD;;Internacional;Av. General;13;0;4;1
2025-06;AEP - NQN;;Cabotaje;Av. General;3;0;1;0
2025-06;AEP - OVR;;Cabotaje;Av. General;2,5;0;0,5;0
2025-06;AEP - PDP;;Internacional;Av. General;4;0;3;1
2025-06;AEP - PRA;;Cabotaje;Av. General;0;0;0,5;0
2025-06;AEP - PSS;;Cabotaje;Av. General;1;0;1;0
2025-06;AEP - ROS;;Cabotaje;Av. General;0;0;0,5;0
2025-06;AEP - SDE;;Cabotaje;Av. General;4;0;0,5;0
2025-06;AEP - SJU;;Internacional;Av. General;4;0;1;0
2025-06;AEP - USH;;Cabotaje;Av. General;0;0;0,5;0
2025-06;AEP - VCP;;Internacional;Av. General;4;0;1;0
2025-06;AEP - VDM;;Cabotaje;Av. General;1;;0,5;0
2025-06;AQP - MDZ;;Internacional;Av. General;0;;1;0
2025-06;ASU - BRC;;Internacional;Av. General;14;;2;0
2025-06;ASU - CNQ;;Internacional;Av. General;8;;2;0
2025-06;ASU - COR;;Internacional;Av. General;1;0;1;0
2025-06;ASU - FDO;;Internacional;Av. General;10;;4;1
2025-06;ASU - IGR;;Internacional;Av. General;1;;1;0
2025-06;ASU - MDZ;;Internacional;Av. General;9;0;2;0
2025-06;ASU - RES;;Internacional;Av. General;0;;1;0
2025-06;ASU - ROS;;Internacional;Av. General;9;;3;1
2025-06;ASU - SLA;;Internacional;Av. General;6;;3;1
2025-06;BCT - BRC;;Internacional;Av. General;0;;1;0
2025-06;BHI - MDZ;;Cabotaje;Av. General;7;;1;0
2025-06;BRC - EQS;;Cabotaje;Av. General;2;;2;0
2025-06;BRC - FDO;;Cabotaje;Av. General;6;0;3;1
2025-06;BRC - MDZ;;Cabotaje;Av. General;7;;1;0
2025-06;BRC - NQN;;Cabotaje;Av. General;3;;1;0
2025-06;BRC - PDP;;Internacional;Av. General;3;;1;0
2025-06;BRC - PMC;;Internacional;Av. General;0;;2;0
2025-06;BSB - MDZ;;Internacional;Av. General;6;;1;0
2025-06;CGB - CNQ;;Internacional;Av. General;16;;2;0
2025-06;CGR - FMA;;Internacional;Av. General;12;;2;0
2025-06;CGR - IGR;;Internacional;Av. General;0;;1;0
2025-06;CGR - MDZ;;Internacional;Av. General;6;;1;0
2025-06;CNQ - IGU;;Internacional;Av. General;16;0;3;1
2025-06;CNQ - NVT;;Internacional;Av. General;5;;1;0
2025-06;CNQ - ROS;;Cabotaje;Av. General;2;;0,5;0
2025-06;COR - COR;;Cabotaje;Av. General;6;0;2;0
2025-06;COR - CTC;;Cabotaje;Av. General;5;0;1;0
2025-06;COR - EZE;;Cabotaje;Av. General;3,5;0;1;0
2025-06;COR - FDO;;Cabotaje;Av. General;5,5;0;4,5;1
2025-06;COR - IAH;;Internacional;Av. General;9;0;1;0
2025-06;COR - IGU;;Internacional;Av. General;6;;2;0
2025-06;COR - IRJ;;Cabotaje;Av. General;3;0;1,5;0
2025-06;COR - JUJ;;Cabotaje;Av. General;2;0;0,5;0
2025-06;COR - MDZ;;Cabotaje;Av. General;4;;1;0
2025-06;COR - POA;;Internacional;Av. General;4;;1;0
2025-06;COR - PRA;;Cabotaje;Av. General;0;;0,5;0
2025-06;COR - RAF;;Cabotaje;Av. General;0;;0,5;0
2025-06;COR - ROS;;Cabotaje;Av. General;0,5;;0,5;0
2025-06;COR - SCL;;Internacional;Av. General;6;;2;0
2025-06;COR - TUC;;Cabotaje;Av. General;5;0;1;0
2025-06;CPC - LRD;;Internacional;Av. General;7;;1;0
2025-06;CRD - REL;;Cabotaje;Av. General;0;;0,5;0
2025-06;CWB - FDO;;Internacional;Av. General;6;;1;0
2025-06;CWB - ROS;;Internacional;Av. General;3;;2;0
2025-06;CWB - SFN;;Internacional;Av. General;8;;1;0
2025-06;EHL - NQN;;Cabotaje;Av. General;0;;0,5;0
2025-06;EQS - REL;;Cabotaje;Av. General;2;0;1,5;0
2025-06;EWR - EZE;;Internacional;Av. General;0;0;1;0
2025-06;EZE - FLL;;Internacional;Av. General;3;;1;0
2025-06;EZE - GIG;;Internacional;Av. General;2;;1;0
2025-06;EZE - GRU;;Internacional;Av. General;9;;2;0
2025-06;EZE - GVA;;Internacional;Av. General;6;;1;0
2025-06;EZE - IGR;;Cabotaje;Av. General;0;;0,5;0
2025-06;EZE - LCA;;Internacional;Av. General;0;237;1;0
2025-06;EZE - LUQ;;Cabotaje;Av. General;3;0;1;0
2025-06;EZE - MDZ;;Cabotaje;Av. General;44;711;3;1
2025-06;EZE - PDP;;Internacional;Av. General;2;0;1;0
2025-06;EZE - PLS;;Internacional;Av. General;4;237;1;0
2025-06;EZE - POA;;Internacional;Av. General;1;0;1;0
2025-06;EZE - PTY;;Internacional;Av. General;5;;1;0
2025-06;EZE - RAI;;Internacional;Av. General;4;0;2;0
2025-06;EZE - SCL;;Internacional;Av. General;7;;2;0
2025-06;EZE - TPA;;Internacional;Av. General;10;237;1;0
2025-06;FDO - FDO;;Cabotaje;Av. General;4,5;0;25,5;6
2025-06;FDO - FLN;;Internacional;Av. General;4;;1;0
2025-06;FDO - FMA;;Cabotaje;Av. General;2,5;0;1,5;0
2025-06;FDO - FOR;;Internacional;Av. General;2;;1;0
2025-06;FDO - GRU;;Internacional;Av. General;0;;1;0
2025-06;FDO - IGU;;Internacional;Av. General;0;;2;0
2025-06;FDO - IRJ;;Cabotaje;Av. General;0,5;0;1,5;0
2025-06;FDO - JUJ;;Cabotaje;Av. General;8;;2,5;1
2025-06;FDO - LUQ;;Cabotaje;Av. General;1;0;0,5;0
2025-06;FDO - MDQ;;Cabotaje;Av. General;0,5;;2;0
2025-06;FDO - MDZ;;Cabotaje;Av. General;7,5;0;2,5;1
2025-06;FDO - MOR;;Cabotaje;Av. General;0;;0,5;0
2025-06;FDO - MVD;;Internacional;Av. General;13;0;21;5
2025-06;FDO - NQN;;Cabotaje;Av. General;3;0;1,5;0
2025-06;FDO - PDP;;Internacional;Av. General;42;0;27;6
2025-06;FDO - PET;;Internacional;Av. General;0;;1;0
2025-06;FDO - POA;;Internacional;Av. General;3;0;2;0
2025-06;FDO - PRA;;Cabotaje;Av. General;0;0;0,5;0
2025-06;FDO - PSS;;Cabotaje;Av. General;4;;1,5;0
2025-06;FDO - REL;;Cabotaje;Av. General;0;;0,5;0
2025-06;FDO - RES;;Cabotaje;Av. General;1,5;0;2,5;1
2025-06;FDO - ROS;;Cabotaje;Av. General;5;;3,5;1
2025-06;FDO - RSA;;Cabotaje;Av. General;3,5;0;2,5;1
2025-06;FDO - SCL;;Internacional;Av. General;11;;6;1
2025-06;FDO - SDE;;Cabotaje;Av. General;2;;0,5;0
2025-06;FDO - SFN;;Cabotaje;Av. General;3;0;0,5;0
2025-06;FDO - SID;;Internacional;Av. General;5;;1;0
2025-06;FDO - UAQ;;Cabotaje;Av. General;0;0;0,5;0
2025-06;FDO - USH;;Cabotaje;Av. General;3,5;;0,5;0
2025-06;FDO - VMA;;Cabotaje;Av. General;0;;1;0
2025-06;FLL - ROS;;Internacional;Av. General;4;;1;0
2025-06;FMA - ROS;;Cabotaje;Av. General;2,5;0;0,5;0
2025-06;FTE - MDZ;;Cabotaje;Av. General;3,5;;0,5;0
2025-06;FTE - USH;;Cabotaje;Av. General;3,5;;0,5;0
2025-06;GRU - MDZ;;Internacional;Av. General;7;;1;0
2025-06;GYE - MDZ;;Internacional;Av. General;7;;1;0
2025-06;IGR - PSS;;Cabotaje;Av. General;1;;1;0
2025-06;IGR - VCP;;Internacional;Av. General;0;;1;0
2025-06;IGU - MDZ;;Internacional;Av. General;25;;4;1
2025-06;IGU - PSS;;Internacional;Av. General;1;;2;0
2025-06;IGU - RES;;Internacional;Av. General;6;;2;0
2025-06;IGU - SDE;;Internacional;Av. General;4;;1;0
2025-06;IRJ - IRJ;;Cabotaje;Av. General;0;;1,5;0
2025-06;JUJ - PSS;;Cabotaje;Av. General;0;;1;0
2025-06;LUQ - MDZ;;Cabotaje;Av. General;0;0;0,5;0
2025-06;MDZ - POA;;Internacional;Av. General;23;;4;1
2025-06;MDZ - ROS;;Cabotaje;Av. General;1,5;;0,5;0
2025-06;MDZ - SCL;;Internacional;Av. General;22;;8;2
2025-06;MOR - MOR;;Cabotaje;Av. General;0;;1;0
2025-06;MOR - PRA;;Cabotaje;Av. General;0;;0,5;0
2025-06;MOR - ROS;;Cabotaje;Av. General;0;;1;0
2025-06;NQN - NQN;;Cabotaje;Av. General;0;0;3;1
2025-06;NQN - REL;;Cabotaje;Av. General;1;0;0,5;0
2025-06;PDP - ROS;;Internacional;Av. General;3;;3;1
2025-06;POA - SLA;;Internacional;Av. General;4;;1;0
2025-06;PRA - PRA;;Cabotaje;Av. General;0;0;4;1
2025-06;PRA - PSS;;Cabotaje;Av. General;0;;0,5;0
2025-06;PSS - ROS;;Cabotaje;Av. General;0,5;;0,5;0
2025-06;PSS - SFN;;Cabotaje;Av. General;1;;0,5;0
2025-06;PSS - VVI;;Internacional;Av. General;8;;2;0
2025-06;RGA - RGL;;Cabotaje;Av. General;0;0;0,5;0
2025-06;ROS - ROS;;Cabotaje;Av. General;10;;11,5;3
2025-06;ROS - VCP;;Internacional;Av. General;4;;1;0
2025-06;SDE - SLA;;Cabotaje;Av. General;4;;1;0
2025-06;SLA - SLA;;Cabotaje;Av. General;0,5;;1;0
2025-06;UAQ - UAQ;;Cabotaje;Av. General;0;;2;0
2025-06;AEP - AEP;;Cabotaje;Comercial;0;0;1;0
2025-06;AEP - AFA;;Cabotaje;Comercial;8;0;4;1
2025-06;AEP - AGV;;Internacional;Comercial;0;;1;0
2025-06;AEP - ASU;;Internacional;Comercial;12;0;4;1
2025-06;AEP - BHI;;Cabotaje;Comercial;5;0;1,5;0
2025-06;AEP - BRC;;Cabotaje;Comercial;78;0;3;1
2025-06;AEP - CNQ;;Cabotaje;Comercial;3,5;0;1,5;0
2025-06;AEP - COR;;Cabotaje;Comercial;21,5;0;12;3
2025-06;AEP - CPT;;Internacional;Comercial;6;;2;0
2025-06;AEP - CRD;;Cabotaje;Comercial;22,5;0;7,5;2
2025-06;AEP - CTC;;Cabotaje;Comercial;5;0;1;0
2025-06;AEP - EQS;;Cabotaje;Comercial;2;0;1;0
2025-06;AEP - EZE;;Cabotaje;Comercial;0;10;5,5;1
2025-06;AEP - FDO;;Cabotaje;Comercial;3,5;67;13,5;3
2025-06;AEP - FLL;;Internacional;Comercial;17;0;2;0
2025-06;AEP - FMA;;Cabotaje;Comercial;6;0;1,5;0
2025-06;AEP - FTE;;Cabotaje;Comercial;12;0;2;0
2025-06;AEP - GRU;;Internacional;Comercial;3;0;2;0
2025-06;AEP - GYE;;Internacional;Comercial;0;0;1;0
2025-06;AEP - HOU;;Internacional;Comercial;2;;1;0
2025-06;AEP - HPN;;Internacional;Comercial;3;0;1;0
2025-06;AEP - IGR;;Cabotaje;Comercial;3;0;1;0
2025-06;AEP - JUJ;;Cabotaje;Comercial;16;0;5,5;1
2025-06;AEP - LUQ;;Cabotaje;Comercial;1,5;0;1;0
2025-06;AEP - MAD;;Internacional;Comercial;7;;1;0
2025-06;AEP - MDQ;;Cabotaje;Comercial;13,5;0;6,5;2
2025-06;AEP - MDZ;;Cabotaje;Comercial;5,5;0;3;1
2025-06;AEP - MVD;;Internacional;Comercial;23;19;18;4
2025-06;AEP - NCJ;;Cabotaje;Comercial;3,5;0;1;0
2025-06;AEP - NQN;;Cabotaje;Comercial;8;0;2,5;1
2025-06;AEP - OVR;;Cabotaje;Comercial;16;48;2,5;1
2025-06;AEP - PDP;;Internacional;Comercial;72;0;35;8
2025-06;AEP - PMY;;Cabotaje;Comercial;3;0;2;0
2025-06;AEP - POA;;Internacional;Comercial;3;0;1;0
2025-06;AEP - PRA;;Cabotaje;Comercial;11;0;3;1
2025-06;AEP - PSS;;Cabotaje;Comercial;6,5;0;3,5;1
2025-06;AEP - RAI;;Internacional;Comercial;6;0;1;0
2025-06;AEP - REL;;Cabotaje;Comercial;3;0;0,5;0
2025-06;AEP - ROS;;Cabotaje;Comercial;8;0;4;1
2025-06;AEP - SCL;;Internacional;Comercial;6;0;2;0
2025-06;AEP - SDE;;Cabotaje;Comercial;19,5;0;4;1
2025-06;AEP - SFN;;Cabotaje;Comercial;13,5;10;2,5;1
2025-06;AEP - SLA;;Cabotaje;Comercial;12,5;0;4;1
2025-06;AEP - TDL;;Cabotaje;Comercial;10,5;29;3,5;1
2025-06;AEP - TUC;;Cabotaje;Comercial;5;0;1,5;0
2025-06;AEP - UAQ;;Cabotaje;Comercial;16,5;0;4;1
2025-06;AEP - ULA;;Cabotaje;Comercial;2,5;0;0,5;0
2025-06;AEP - USH;;Cabotaje;Comercial;3;0;1,5;0
2025-06;AEP - VMA;;Cabotaje;Comercial;8;19;1;0
2025-06;AEX - EZE;;Internacional;Comercial;12;236;1;0
2025-06;ASU - MDZ;;Internacional;Comercial;2;0;1;0
2025-06;ASU - RES;;Internacional;Comercial;0;;1;0
2025-06;ASU - TUC;;Internacional;Comercial;5;;1;0
2025-06;BHI - MDZ;;Cabotaje;Comercial;2,5;;0,5;0
2025-06;BHI - SFN;;Cabotaje;Comercial;0;;0,5;0
2025-06;BOG - EZE;;Internacional;Comercial;302;360;2;0
2025-06;BRC - CPC;;Cabotaje;Comercial;0;;1;0
2025-06;BRC - FDO;;Cabotaje;Comercial;5,5;0;4,5;1
2025-06;BRC - NQN;;Cabotaje;Comercial;6;0;3;1
2025-06;COR - CTC;;Cabotaje;Comercial;5;0;1;0
2025-06;COR - EZE;;Cabotaje;Comercial;1,5;0;1;0
2025-06;COR - FDO;;Cabotaje;Comercial;3,5;0;3,5;1
2025-06;COR - IAH;;Internacional;Comercial;9;0;1;0
2025-06;COR - IRJ;;Cabotaje;Comercial;3,5;0;1,5;0
2025-06;COR - JUJ;;Cabotaje;Comercial;4;0;1;0
2025-06;COR - MDQ;;Cabotaje;Comercial;1;0;1;0
2025-06;COR - PRA;;Cabotaje;Comercial;0;0;0,5;0
2025-06;COR - TUC;;Cabotaje;Comercial;5;0;1;0
2025-06;CPC - FDO;;Cabotaje;Comercial;5,5;0;3;1
2025-06;CPC - NQN;;Cabotaje;Comercial;2;0;1;0
2025-06;CRD - FDO;;Cabotaje;Comercial;8,5;0;7;2
2025-06;CRD - REL;;Cabotaje;Comercial;2,5;0;0,5;0
2025-06;CRD - ULA;;Cabotaje;Comercial;0;0;0,5;0
2025-06;EQS - FDO;;Cabotaje;Comercial;2;0;2;0
2025-06;EQS - GNR;;Cabotaje;Comercial;2;0;0,5;0
2025-06;EQS - REL;;Cabotaje;Comercial;8;0;2,5;1
2025-06;EZE - FDO;;Cabotaje;Comercial;1;0;0,5;0
2025-06;EZE - FLN;;Internacional;Comercial;11;;2;0
2025-06;EZE - GRU;;Internacional;Comercial;4;;1;0
2025-06;EZE - GYE;;Internacional;Comercial;7;0;2;0
2025-06;EZE - LGG;;Internacional;Comercial;0;0;1;0
2025-06;EZE - LIM;;Internacional;Comercial;46;300;2;0
2025-06;EZE - LTN;;Internacional;Comercial;1;0;1;0
2025-06;EZE - MDE;;Internacional;Comercial;137;154;1;0
2025-06;EZE - MDZ;;Cabotaje;Comercial;44,5;1185;5;1
2025-06;EZE - MIA;;Internacional;Comercial;0;0;25;6
2025-06;EZE - MVD;;Internacional;Comercial;4;0;5;1
2025-06;EZE - NAS;;Internacional;Comercial;2;;1;0
2025-06;EZE - OLB;;Internacional;Comercial;2;0;1;0
2025-06;EZE - PBI;;Internacional;Comercial;0;0;1;0
2025-06;EZE - PDP;;Internacional;Comercial;1;0;2;0
2025-06;EZE - PLS;;Internacional;Comercial;2;237;1;0
2025-06;EZE - PTY;;Internacional;Comercial;7725;9240;61;14
2025-06;EZE - RAI;;Internacional;Comercial;5;0;1;0
2025-06;EZE - SCL;;Internacional;Comercial;21;236;27;6
2025-06;EZE - SEN;;Internacional;Comercial;1;0;1;0
2025-06;EZE - SRQ;;Internacional;Comercial;3;;1;0
2025-06;EZE - VCP;;Internacional;Comercial;0;0;1;0
2025-06;FDO - FDO;;Cabotaje;Comercial;0;;1,5;0
2025-06;FDO - FLN;;Internacional;Comercial;2;;1;0
2025-06;FDO - FMA;;Cabotaje;Comercial;11,5;0;2,5;1
2025-06;FDO - GNR;;Cabotaje;Comercial;1;0;0,5;0
2025-06;FDO - GPO;;Cabotaje;Comercial;3;0;2;0
2025-06;FDO - GRU;;Internacional;Comercial;0;0;2;0
2025-06;FDO - IRJ;;Cabotaje;Comercial;0;0;1,5;0
2025-06;FDO - JUJ;;Cabotaje;Comercial;2;0;1,5;0
2025-06;FDO - LGS;;Cabotaje;Comercial;2,5;0;1,5;0
2025-06;FDO - LUQ;;Cabotaje;Comercial;0;0;0,5;0
2025-06;FDO - MDQ;;Cabotaje;Comercial;0,5;;0,5;0
2025-06;FDO - MDZ;;Cabotaje;Comercial;1;0;2;0
2025-06;FDO - MVD;;Internacional;Comercial;4;0;10;2
2025-06;FDO - NQN;;Cabotaje;Comercial;11;0;9;2
2025-06;FDO - PDP;;Internacional;Comercial;44;0;17;4
2025-06;FDO - PMY;;Cabotaje;Comercial;2,5;0;2;0
2025-06;FDO - POA;;Internacional;Comercial;0;0;1;0
2025-06;FDO - PRA;;Cabotaje;Comercial;2,5;0;1,5;0
2025-06;FDO - RES;;Cabotaje;Comercial;2;0;3;1
2025-06;FDO - RGA;;Cabotaje;Comercial;3,5;0;2;0
2025-06;FDO - RGL;;Cabotaje;Comercial;2;0;2;0
2025-06;FDO - ROS;;Cabotaje;Comercial;4;0;1,5;0
2025-06;FDO - RSA;;Cabotaje;Comercial;4;0;3,5;1
2025-06;FDO - SCL;;Internacional;Comercial;0;;1;0
2025-06;FDO - SDE;;Cabotaje;Comercial;12;;1,5;0
2025-06;FDO - SFN;;Cabotaje;Comercial;4;0;1;0
2025-06;FDO - SLA;;Cabotaje;Comercial;1;0;2;0
2025-06;FDO - UAQ;;Cabotaje;Comercial;9;0;1,5;0
2025-06;FDO - VDM;;Cabotaje;Comercial;2;0;1,5;0
2025-06;FMA - ROS;;Cabotaje;Comercial;2,5;0;0,5;0
2025-06;FOR - IGR;;Internacional;Comercial;8;0;2;0
2025-06;GNR - VDM;;Cabotaje;Comercial;5,5;0;1,5;0
2025-06;GYE - MDZ;;Internacional;Comercial;5;;1;0
2025-06;GYE - TUC;;Internacional;Comercial;1;0;1;0
2025-06;IGR - IGU;;Internacional;Comercial;0;;1;0
2025-06;IGR - TDL;;Cabotaje;Comercial;2,5;0;0,5;0
2025-06;IGU - ROS;;Internacional;Comercial;9;0;1;0
2025-06;IRJ - IRJ;;Cabotaje;Comercial;0;;0,5;0
2025-06;MDZ - SCL;;Internacional;Comercial;0;;2;0
2025-06;NQN - REL;;Cabotaje;Comercial;1;0;0,5;0
2025-06;REL - RGL;;Cabotaje;Comercial;2;0;1;0
2025-06;RES - ROS;;Cabotaje;Comercial;0,5;;0,5;0
2025-06;ROS - VCP;;Internacional;Comercial;12;0;2;0
2025-06;EZE - FLL;NetJets;Internacional;Av. General;3;;1;0
2025-06;EZE - MIA;NetJets;Internacional;Av. General;2;;2;0
2025-06;AEP - EZE;NetJets;Cabotaje;Comercial;0;;0,5;0
2025-06;AEP - LIM;Sky Airline;Internacional;Comercial;6649;8868;46;11
2025-06;AEP - MDZ;Sky Airline;Cabotaje;Comercial;78;93;0,5;0
2025-06;AEP - SCL;Sky Airline;Internacional;Comercial;12798;20586;109;25
2025-06;BRC - SCL;Sky Airline;Internacional;Comercial;2193;2976;16;4
2025-06;CJC - MDZ;Sky Airline;Internacional;Comercial;159;238;1;0
2025-06;EZE - LIM;Sky Airline;Internacional;Comercial;1308;1726;9;2
2025-06;EZE - MIA;Sky Airline;Internacional;Comercial;0;0;1;0
2025-06;EZE - SCL;Sky Airline;Internacional;Comercial;2840;5074;27;6
2025-06;EZE - SSA;Sky Airline;Internacional;Comercial;1952;3383;18;4
2025-06;MDZ - SCL;Sky Airline;Internacional;Comercial;9778;12164;64;15
2025-06;EZE - MIA;SkyLease Cargo;Internacional;Comercial;0;0;4;1
2025-06;EZE - MVD;SkyLease Cargo;Internacional;Comercial;0;0;2;0
2025-06;EZE - SCL;SkyLease Cargo;Internacional;Comercial;0;0;3;1
2025-06;EZE - GRU;Swiss International Air Lines;Internacional;Comercial;1706;5440;16;4
2025-06;AEP - CWB;TAM Linhas Aereas;Internacional;Comercial;147;162;1;0
2025-06;AEP - GIG;TAM Linhas Aereas;Internacional;Comercial;120;174;1;0
2025-06;AEP - GRU;TAM Linhas Aereas;Internacional;Comercial;43677;50600;296;69
2025-06;BRC - GRU;TAM Linhas Aereas;Internacional;Comercial;2091;2652;16;4
2025-06;BRC - VCP;TAM Linhas Aereas;Internacional;Comercial;315;348;2;0
2025-06;EZE - GIG;TAM Linhas Aereas;Internacional;Comercial;1135;1884;10;2
2025-06;EZE - GRU;TAM Linhas Aereas;Internacional;Comercial;6658;8784;46;11
2025-06;EZE - IGR;TAM Linhas Aereas;Cabotaje;Comercial;77,5;93;0,5;0
2025-06;EZE - MVD;TAM Linhas Aereas;Internacional;Comercial;442;618;3;1
2025-06;EZE - SCL;TAM Linhas Aereas;Internacional;Comercial;169;224;1;0
2025-06;GRU - MDZ;TAM Linhas Aereas;Internacional;Comercial;5196;6612;38;9
2025-06;EZE - GRU;Turkish Airlines;Internacional;Comercial;9995;18760;57;13
2025-06;EZE - IAH;United Airlines;Internacional;Comercial;14015;15550;58;14
2025-07;AEP - AFA;;Cabotaje;Av. General;0,5;0;1;0
2025-07;AEP - ASU;;Internacional;Av. General;2;0;3;1
2025-07;AEP - BHI;;Cabotaje;Av. General;1;0;1,5;0
2025-07;AEP - BRC;;Cabotaje;Av. General;4,5;0;2,5;1
2025-07;AEP - BSB;;Internacional;Av. General;3;0;1;0
2025-07;AEP - CNQ;;Cabotaje;Av. General;5;0;1,5;0
2025-07;AEP - COR;;Cabotaje;Av. General;85;85;7,5;2
2025-07;AEP - CRD;;Cabotaje;Av. General;13;0;4;1
2025-07;AEP - CTC;;Cabotaje;Av. General;6,5;0;1,5;0
2025-07;AEP - EPA;;Cabotaje;Av. General;0;818;10;2
